"Year","Month","Day","DayOfWeek","Flights","Cancelled","Diverted","Delayed","Taxi"
2004,2,12,4,152,1,0,37,1594
2004,2,13,5,152,1,0,28,1891
2004,2,14,6,129,3,0,23,1417
2004,2,15,7,145,0,0,15,1499
2004,2,16,1,152,0,0,12,1507
2004,2,17,2,152,3,0,10,1442
2004,2,18,3,152,1,1,13,1414
2004,2,19,4,153,1,0,8,1597
2004,2,20,5,153,0,0,14,1481
2004,2,21,6,131,0,0,14,1295
2004,2,22,7,146,0,0,11,1621
2004,2,23,1,152,1,0,65,2860
2004,2,24,2,149,0,0,38,1668
2004,2,25,3,152,1,0,29,1570
2004,2,26,4,152,1,1,29,1518
2004,2,27,5,152,1,0,23,1856
2004,2,28,6,131,0,3,9,1462
2004,2,29,7,145,0,2,17,1695
2004,3,1,1,153,1,1,11,1599
2004,3,2,2,150,2,0,9,1723
2004,3,3,3,152,0,0,9,1616
2004,3,4,4,153,1,0,24,1732
2004,3,5,5,153,2,0,45,1634
2004,3,6,6,131,0,2,22,1273
2004,3,7,7,146,0,0,13,1453
2004,3,8,1,153,3,0,16,1343
2004,3,9,2,149,0,3,10,1448
2004,3,10,3,153,0,0,9,1568
2004,3,11,4,153,0,0,21,1559
2004,3,12,5,153,0,0,20,1464
2004,3,13,6,130,0,2,9,1349
2004,3,14,7,146,1,0,25,1699
2004,3,15,1,153,0,0,15,1617
2004,3,16,2,151,1,1,23,1337
2004,3,17,3,152,0,0,21,1671
2004,3,18,4,153,1,1,21,1805
2004,3,19,5,153,2,0,17,1513
2004,3,20,6,130,0,1,4,1473
2004,3,21,7,146,0,0,17,1432
2004,3,22,1,153,0,0,9,1400
2004,3,23,2,151,1,0,8,1561
2004,3,24,3,153,1,0,6,1674
2004,3,25,4,153,1,0,10,1748
2004,3,26,5,153,0,0,10,1748
2004,3,27,6,130,0,0,9,1531
2004,3,28,7,146,1,1,13,1600
2004,3,29,1,153,0,0,16,1609
2004,3,30,2,151,1,0,11,1584
2004,3,31,3,153,0,1,15,1403
2004,4,1,4,153,0,1,21,1449
2004,4,2,5,153,0,0,22,1414
2004,4,3,6,130,1,0,8,1305
2004,4,4,7,144,0,0,14,1500
2004,4,5,1,153,1,0,24,1679
2004,4,6,2,149,3,0,18,1616
2004,4,7,3,153,1,0,13,1507
2004,4,8,4,153,1,0,29,1439
2004,4,9,5,153,1,0,14,1383
2004,4,10,6,127,1,0,11,1301
2004,4,11,7,144,0,1,25,1964
2004,4,12,1,153,0,1,35,1499
2004,4,13,2,152,2,0,34,1568
2004,4,14,3,153,0,0,14,1464
2004,4,15,4,152,1,0,13,1416
2004,4,16,5,152,0,0,11,1571
2004,4,17,6,126,0,0,6,1363
2004,4,18,7,143,0,0,16,1568
2004,4,19,1,152,2,0,14,1525
2004,4,20,2,148,0,0,9,1539
2004,4,21,3,151,0,0,20,1681
2004,4,22,4,153,0,0,12,1789
2004,4,23,5,153,1,0,24,1679
2004,4,24,6,126,1,0,20,1497
2004,4,25,7,145,0,1,58,2350
2004,4,26,1,153,0,0,29,1571
2004,4,27,2,150,0,0,11,1330
2004,4,28,3,152,1,0,13,1654
2004,4,29,4,153,0,0,18,1671
2004,4,30,5,153,0,0,43,2002
2004,5,1,6,126,3,1,28,1344
2004,5,2,7,147,0,0,27,1455
2004,5,3,1,151,0,1,27,1476
2004,5,4,2,148,1,0,31,2091
2004,5,5,3,150,1,0,10,1453
2004,5,6,4,152,0,0,5,1489
2004,5,7,5,151,0,1,22,1562
2004,5,8,6,124,0,1,4,1116
2004,5,9,7,145,0,1,12,1504
2004,5,10,1,151,2,1,16,1477
2004,5,11,2,148,2,1,35,1717
2004,5,12,3,150,0,1,34,1954
2004,5,13,4,152,7,0,57,1802
2004,5,14,5,151,4,0,50,1680
2004,5,15,6,124,1,0,28,1728
2004,5,16,7,145,1,0,16,1565
2004,5,17,1,151,4,1,29,1702
2004,5,18,2,150,1,1,51,1884
2004,5,19,3,150,1,0,20,1584
2004,5,20,4,152,0,2,19,1570
2004,5,21,5,151,1,2,36,1753
2004,5,22,6,124,1,0,10,1332
2004,5,23,7,145,0,0,17,1566
2004,5,24,1,151,0,0,17,1622
2004,5,25,2,150,1,1,10,1407
2004,5,26,3,151,0,1,18,1529
2004,5,27,4,152,3,0,18,1360
2004,5,28,5,151,1,0,19,1465
2004,5,29,6,122,0,0,6,1357
2004,5,30,7,132,4,0,11,1339
2004,5,31,1,141,0,0,25,1499
2004,6,1,2,148,0,1,20,1383
2004,6,2,3,147,2,3,34,1513
2004,6,3,4,150,1,1,29,1399
2004,6,4,5,153,0,2,27,1416
2004,6,5,6,121,0,0,28,1363
2004,6,6,7,142,1,0,39,1436
2004,6,7,1,148,0,1,21,1617
2004,6,8,2,148,1,1,38,2045
2004,6,9,3,146,2,1,31,1876
2004,6,10,4,147,0,0,33,1635
2004,6,11,5,146,0,0,22,1573
2004,6,12,6,115,0,0,6,1171
2004,6,13,7,139,0,1,43,1555
2004,6,14,1,146,1,0,43,1459
2004,6,15,2,142,2,0,42,1528
2004,6,16,3,144,2,0,29,1583
2004,6,17,4,147,2,1,33,1610
2004,6,18,5,146,2,0,34,1251
2004,6,19,6,121,0,1,22,1246
2004,6,20,7,138,1,0,19,1263
2004,6,21,1,145,2,1,36,1514
2004,6,22,2,141,1,0,43,1500
2004,6,23,3,143,0,0,33,1481
2004,6,24,4,146,0,0,41,1713
2004,6,25,5,144,0,2,66,1503
2004,6,26,6,119,0,0,31,1320
2004,6,27,7,138,0,0,31,1454
2004,6,28,1,146,3,2,36,1464
2004,6,29,2,140,1,0,35,1561
2004,6,30,3,142,0,0,33,1639
2004,7,1,4,148,0,0,25,1934
2004,7,2,5,147,1,1,26,1383
2004,7,3,6,120,0,0,17,1135
2004,7,4,7,120,0,0,7,1168
2004,7,5,1,140,0,0,14,1425
2004,7,6,2,147,0,0,25,1484
2004,7,7,3,146,2,0,37,1525
2004,7,8,4,149,2,0,15,1480
2004,7,9,5,148,0,0,18,1570
2004,7,10,6,121,0,1,12,1190
2004,7,11,7,141,0,0,22,1323
2004,7,12,1,147,2,1,28,1503
2004,7,13,2,143,1,1,15,1246
2004,7,14,3,145,1,1,33,1377
2004,7,15,4,148,2,0,24,1311
2004,7,16,5,147,0,0,32,1665
2004,7,17,6,120,0,0,10,1102
2004,7,18,7,141,0,1,23,1260
2004,7,19,1,147,0,0,19,1239
2004,7,20,2,143,1,0,10,1219
2004,7,21,3,145,0,1,14,1338
2004,7,22,4,148,0,0,32,1527
2004,7,23,5,147,0,0,26,1376
2004,7,24,6,120,0,0,10,1096
2004,7,25,7,141,1,0,29,1404
2004,7,26,1,147,0,0,30,1324
2004,7,27,2,143,1,0,10,1419
2004,7,28,3,145,4,2,24,1347
2004,7,29,4,148,0,0,30,1492
2004,7,30,5,147,0,0,20,1494
2004,7,31,6,120,0,0,16,1252
2004,8,1,7,142,3,0,48,1422
2004,8,2,1,148,3,0,31,1416
2004,8,3,2,144,1,0,8,1248
2004,8,4,3,146,2,0,14,1393
2004,8,5,4,149,2,0,31,1325
2004,8,6,5,148,0,0,17,1290
2004,8,7,6,123,0,0,10,1101
2004,8,8,7,142,1,0,14,1221
2004,8,9,1,148,2,0,12,1504
2004,8,10,2,144,0,0,5,1371
2004,8,11,3,146,3,5,30,1318
2004,8,12,4,148,3,1,27,1299
2004,8,13,5,147,6,5,13,1215
2004,8,14,6,122,6,3,8,1077
2004,8,15,7,140,0,0,24,1257
2004,8,16,1,147,1,0,20,1247
2004,8,17,2,143,0,0,9,1176
2004,8,18,3,145,0,0,17,1183
2004,8,19,4,148,4,3,33,1664
2004,8,20,5,145,0,0,31,1469
2004,8,21,6,120,1,1,20,1059
2004,8,22,7,139,0,1,26,1395
2004,8,23,1,145,0,0,10,1387
2004,8,24,2,141,3,0,22,1384
2004,8,25,3,142,3,0,15,1353
2004,8,26,4,146,0,1,14,1428
2004,8,27,5,145,0,0,14,1418
2004,8,28,6,120,2,0,16,1214
2004,8,29,7,139,0,0,15,1263
2004,8,30,1,145,0,0,11,1456
2004,8,31,2,141,0,0,10,1216
2004,9,1,3,145,1,1,11,1284
2004,9,2,4,149,0,0,29,1402
2004,9,3,5,148,11,0,12,1348
2004,9,4,6,117,12,0,4,893
2004,9,5,7,122,13,0,8,1041
2004,9,6,1,141,16,0,16,1296
2004,9,7,2,146,2,0,20,1337
2004,9,8,3,148,0,0,13,1496
2004,9,9,4,154,0,0,10,1470
2004,9,10,5,153,0,0,12,1360
2004,9,11,6,125,0,0,3,1154
2004,9,12,7,149,0,0,7,1377
2004,9,13,1,153,2,1,3,1537
2004,9,14,2,148,0,4,54,1616
2004,9,15,3,149,143,0,0,96
2004,9,16,4,155,121,1,4,240
2004,9,17,5,154,11,0,19,1465
2004,9,18,6,119,1,0,8,968
2004,9,19,7,149,2,0,9,1252
2004,9,20,1,153,0,1,6,1284
2004,9,21,2,148,0,0,1,1248
2004,9,22,3,149,1,0,6,1287
2004,9,23,4,155,0,0,5,1827
2004,9,24,5,154,0,0,7,1586
2004,9,25,6,119,8,0,2,992
2004,9,26,7,149,12,3,8,1206
2004,9,27,1,153,5,1,12,1247
2004,9,28,2,148,8,0,13,1195
2004,9,29,3,149,1,1,7,1209
2004,9,30,4,156,0,0,14,1367
2004,10,1,5,159,0,0,14,1496
2004,10,2,6,123,0,0,5,1062
2004,10,3,7,156,0,0,14,1508
2004,10,4,1,159,1,3,34,1653
2004,10,5,2,154,0,1,7,1713
2004,10,6,3,155,1,0,17,1789
2004,10,7,4,160,1,0,24,1990
2004,10,8,5,159,0,0,30,1940
2004,10,9,6,123,0,0,15,1596
2004,10,10,7,155,0,0,32,1914
2004,10,11,1,158,0,0,4,1358
2004,10,12,2,153,0,0,6,1371
2004,10,13,3,155,0,0,5,1284
2004,10,14,4,160,0,0,28,1396
2004,10,15,5,159,0,0,35,1645
2004,10,16,6,123,1,0,6,1103
2004,10,17,7,155,0,0,16,1567
2004,10,18,1,158,1,0,18,1750
2004,10,19,2,153,1,0,28,1283
2004,10,20,3,155,1,0,21,1550
2004,10,21,4,160,1,1,28,1698
2004,10,22,5,161,0,1,29,1659
2004,10,23,6,123,0,2,7,1245
2004,10,24,7,155,0,0,25,1482
2004,10,25,1,158,1,2,14,1529
2004,10,26,2,154,0,0,10,1620
2004,10,27,3,155,1,0,22,1790
2004,10,28,4,159,1,0,25,1836
2004,10,29,5,158,0,1,25,1672
2004,10,30,6,122,0,0,12,1240
2004,10,31,7,149,1,0,15,1628
2004,11,1,1,155,1,0,41,1863
2004,11,2,2,150,3,0,21,1687
2004,11,3,3,151,0,0,8,1327
2004,11,4,4,156,1,2,30,1476
2004,11,5,5,155,0,0,15,1581
2004,11,6,6,126,0,0,3,1081
2004,11,7,7,149,0,0,12,1368
2004,11,8,1,154,0,0,14,1286
2004,11,9,2,150,1,0,8,1348
2004,11,10,3,151,0,0,11,1537
2004,11,11,4,156,1,0,19,1501
2004,11,12,5,155,0,1,25,1544
2004,11,13,6,125,0,0,11,1086
2004,11,14,7,150,0,0,18,1609
2004,11,15,1,154,1,0,19,1406
2004,11,16,2,150,0,0,13,1619
2004,11,17,3,151,2,0,18,1791
2004,11,18,4,156,0,0,5,1739
2004,11,19,5,155,0,0,29,1527
2004,11,20,6,124,1,1,25,1350
2004,11,21,7,148,0,0,25,1663
2004,11,22,1,150,0,1,69,1835
2004,11,23,2,154,3,1,55,2219
2004,11,24,3,154,2,0,61,1756
2004,11,25,4,106,0,0,4,921
2004,11,26,5,128,0,0,4,1236
2004,11,27,6,125,1,0,19,1273
2004,11,28,7,149,0,2,25,1476
2004,11,29,1,154,0,1,23,1568
2004,11,30,2,152,0,0,47,1730
2004,12,1,3,148,0,0,23,1421
2004,12,2,4,154,0,0,10,1198
2004,12,3,5,152,0,0,15,1440
2004,12,4,6,123,0,0,6,1131
2004,12,5,7,146,0,2,10,1863
2004,12,6,1,152,3,0,36,2021
2004,12,7,2,147,0,1,14,1623
2004,12,8,3,148,1,0,3,1415
2004,12,9,4,154,1,0,19,1460
2004,12,10,5,152,0,0,32,1593
2004,12,11,6,123,1,0,9,1131
2004,12,12,7,147,1,0,10,1629
2004,12,13,1,152,0,0,10,1371
2004,12,14,2,148,1,0,8,1253
2004,12,15,3,151,0,0,4,1307
2004,12,16,4,148,0,1,8,1332
2004,12,17,5,150,0,0,24,1351
2004,12,18,6,124,1,1,13,1094
2004,12,19,7,142,0,0,31,1233
2004,12,20,1,149,2,0,24,1433
2004,12,21,2,148,0,1,18,1488
2004,12,22,3,149,6,1,56,1532
2004,12,23,4,150,6,1,56,1362
2004,12,24,5,133,7,0,52,1074
2004,12,25,6,120,72,0,16,3240
2004,12,26,7,145,7,0,86,3108
2004,12,27,1,149,1,0,50,1723
2004,12,28,2,148,1,0,27,1509
2004,12,29,3,149,0,0,22,1461
2004,12,30,4,148,1,0,26,1682
2004,12,31,5,131,0,0,13,1279
2003,1,1,3,117,0,0,7,1050
2003,1,2,4,139,1,0,20,1363
2003,1,3,5,142,0,0,22,1305
2003,1,4,6,121,2,0,7,1203
2003,1,5,7,136,0,0,24,1242
2003,1,6,1,142,4,0,12,1436
2003,1,7,2,143,0,0,4,1254
2003,1,8,3,143,0,0,8,1171
2003,1,9,4,145,3,1,9,1213
2003,1,10,5,145,0,0,3,1175
2003,1,11,6,124,0,0,4,1049
2003,1,12,7,136,1,0,15,1266
2003,1,13,1,145,1,0,5,1144
2003,1,14,2,143,2,0,5,1199
2003,1,15,3,143,2,0,7,1293
2003,1,16,4,145,2,0,18,1400
2003,1,17,5,145,0,0,15,1191
2003,1,18,6,123,1,0,4,1023
2003,1,19,7,136,1,0,8,1216
2003,1,20,1,145,1,0,5,1272
2003,1,21,2,143,2,0,6,1394
2003,1,22,3,143,1,0,16,1256
2003,1,23,4,145,0,0,13,1345
2003,1,24,5,145,1,0,4,1254
2003,1,25,6,123,1,0,1,1027
2003,1,26,7,136,0,0,10,1386
2003,1,27,1,145,3,0,4,1212
2003,1,28,2,143,1,1,9,1454
2003,1,29,3,143,2,0,15,1306
2003,1,30,4,145,2,0,9,1159
2003,1,31,5,145,1,0,15,1295
2003,2,1,6,123,1,0,3,1078
2003,2,2,7,136,1,0,7,1360
2003,2,3,1,145,1,0,9,1452
2003,2,4,2,143,1,0,5,1245
2003,2,5,3,143,0,0,8,1158
2003,2,6,4,145,1,0,16,1529
2003,2,7,5,145,2,0,32,1283
2003,2,8,6,123,0,0,9,1124
2003,2,9,7,136,2,0,16,1387
2003,2,10,1,145,3,0,30,1320
2003,2,11,2,141,1,0,2,1322
2003,2,12,3,143,0,0,9,1182
2003,2,13,4,145,0,0,11,1459
2003,2,14,5,145,0,0,26,1522
2003,2,15,6,124,0,0,17,1336
2003,2,16,7,137,7,1,34,1214
2003,2,17,1,145,17,0,10,1118
2003,2,18,2,142,5,2,21,1320
2003,2,19,3,144,0,0,13,1391
2003,2,20,4,146,2,0,23,1388
2003,2,21,5,145,9,0,65,1934
2003,2,22,6,124,2,1,17,1124
2003,2,23,7,137,1,0,25,1445
2003,2,24,1,145,2,1,6,1388
2003,2,25,2,141,4,0,12,1263
2003,2,26,3,144,4,0,30,1453
2003,2,27,4,146,0,0,26,1298
2003,2,28,5,147,1,0,22,1353
2003,3,1,6,125,0,0,11,1343
2003,3,2,7,136,0,0,16,1272
2003,3,3,1,145,1,0,18,1387
2003,3,4,2,142,1,1,8,1365
2003,3,5,3,146,0,0,24,1741
2003,3,6,4,146,1,0,32,1372
2003,3,7,5,145,0,0,12,1352
2003,3,8,6,125,0,0,13,1386
2003,3,9,7,136,0,1,23,1236
2003,3,10,1,145,0,0,15,1348
2003,3,11,2,142,1,1,11,1355
2003,3,12,3,145,0,0,9,1471
2003,3,13,4,146,0,1,41,1762
2003,3,14,5,145,0,1,27,1239
2003,3,15,6,125,0,0,15,1261
2003,3,16,7,136,0,0,18,1288
2003,3,17,1,145,0,1,18,1374
2003,3,18,2,144,3,0,25,1906
2003,3,19,3,145,4,1,14,1573
2003,3,20,4,146,2,0,30,1445
2003,3,21,5,145,0,0,17,1253
2003,3,22,6,125,0,0,7,1111
2003,3,23,7,136,0,0,13,1188
2003,3,24,1,145,0,0,7,1372
2003,3,25,2,144,2,0,4,1409
2003,3,26,3,145,1,1,7,1438
2003,3,27,4,146,0,0,14,1366
2003,3,28,5,145,1,0,6,1654
2003,3,29,6,125,0,0,6,1214
2003,3,30,7,136,0,0,16,1230
2003,3,31,1,143,0,0,4,1455
2003,4,1,2,144,0,0,5,1507
2003,4,2,3,142,0,0,3,1402
2003,4,3,4,146,0,0,8,1616
2003,4,4,5,145,1,2,15,1828
2003,4,5,6,123,1,1,9,1373
2003,4,6,7,141,1,0,20,1539
2003,4,7,1,151,5,1,33,1852
2003,4,8,2,148,0,0,58,2591
2003,4,9,3,145,0,0,12,1501
2003,4,10,4,150,0,0,15,1353
2003,4,11,5,149,0,1,11,1400
2003,4,12,6,125,0,0,8,1083
2003,4,13,7,141,0,0,3,1286
2003,4,14,1,150,0,0,4,1461
2003,4,15,2,144,1,1,6,1480
2003,4,16,3,147,0,0,5,1541
2003,4,17,4,150,1,0,6,1335
2003,4,18,5,149,0,0,6,1395
2003,4,19,6,125,1,0,5,1380
2003,4,20,7,141,0,1,8,1475
2003,4,21,1,150,0,0,12,1468
2003,4,22,2,146,1,0,3,1227
2003,4,23,3,145,0,0,11,1432
2003,4,24,4,150,2,0,18,1517
2003,4,25,5,149,0,1,17,1279
2003,4,26,6,126,1,0,8,1172
2003,4,27,7,141,0,0,5,1350
2003,4,28,1,150,2,1,11,1462
2003,4,29,2,144,0,0,1,1592
2003,4,30,3,145,1,0,15,1478
2003,5,1,4,151,1,0,25,1702
2003,5,2,5,149,0,0,7,1510
2003,5,3,6,125,2,0,4,1107
2003,5,4,7,141,0,0,10,1543
2003,5,5,1,150,0,0,15,1720
2003,5,6,2,145,0,0,15,1602
2003,5,7,3,147,1,0,11,1547
2003,5,8,4,149,1,1,9,1494
2003,5,9,5,148,0,0,16,1481
2003,5,10,6,125,0,0,7,1304
2003,5,11,7,139,0,0,21,1385
2003,5,12,1,149,1,0,14,1688
2003,5,13,2,145,1,0,8,1543
2003,5,14,3,147,1,0,7,1467
2003,5,15,4,149,1,0,9,1396
2003,5,16,5,148,2,1,20,1695
2003,5,17,6,125,0,0,6,1285
2003,5,18,7,139,0,0,13,1348
2003,5,19,1,149,0,0,13,1618
2003,5,20,2,147,2,0,13,1797
2003,5,21,3,148,0,0,12,1718
2003,5,22,4,149,0,0,10,1474
2003,5,23,5,148,0,0,11,1606
2003,5,24,6,124,0,0,2,1387
2003,5,25,7,126,1,0,8,1073
2003,5,26,1,142,1,1,18,1390
2003,5,27,2,148,1,1,17,1753
2003,5,28,3,148,2,0,11,1629
2003,5,29,4,149,0,0,5,1416
2003,5,30,5,148,2,0,8,1348
2003,5,31,6,125,0,0,11,1160
2003,6,1,7,140,0,0,10,1413
2003,6,2,1,147,2,0,13,1623
2003,6,3,2,145,1,0,26,1767
2003,6,4,3,145,1,1,15,1680
2003,6,5,4,147,1,0,38,1813
2003,6,6,5,145,1,0,14,1609
2003,6,7,6,121,1,0,11,1298
2003,6,8,7,138,1,0,21,1390
2003,6,9,1,146,1,0,15,1617
2003,6,10,2,144,2,0,11,1571
2003,6,11,3,144,1,2,32,1855
2003,6,12,4,147,3,3,35,2008
2003,6,13,5,146,3,2,47,2056
2003,6,14,6,124,3,0,17,1338
2003,6,15,7,140,0,0,25,1580
2003,6,16,1,146,1,1,33,1940
2003,6,17,2,145,0,0,10,1797
2003,6,18,3,146,2,0,18,1381
2003,6,19,4,147,3,0,32,1725
2003,6,20,5,146,1,0,23,1456
2003,6,21,6,123,0,0,10,1280
2003,6,22,7,140,0,1,25,1626
2003,6,23,1,146,0,0,10,1731
2003,6,24,2,145,0,1,11,1513
2003,6,25,3,146,0,0,22,1883
2003,6,26,4,147,0,0,26,1745
2003,6,27,5,146,1,0,24,1614
2003,6,28,6,124,0,1,14,1382
2003,6,29,7,140,0,0,15,1559
2003,6,30,1,146,7,2,19,1809
2003,7,1,2,145,6,1,15,1271
2003,7,2,3,146,0,0,15,1527
2003,7,3,4,147,2,0,34,1724
2003,7,4,5,113,1,0,15,1276
2003,7,5,6,115,0,0,7,1227
2003,7,6,7,143,1,0,17,1794
2003,7,7,1,149,1,1,47,1875
2003,7,8,2,147,4,1,31,2005
2003,7,9,3,148,2,0,26,1923
2003,7,10,4,149,1,0,23,1418
2003,7,11,5,148,2,0,23,1618
2003,7,12,6,126,1,0,10,1389
2003,7,13,7,142,0,0,8,1467
2003,7,14,1,148,1,1,10,1640
2003,7,15,2,148,1,0,23,1669
2003,7,16,3,148,0,0,11,1601
2003,7,17,4,149,1,0,14,1363
2003,7,18,5,148,3,1,20,1419
2003,7,19,6,126,0,0,8,1203
2003,7,20,7,142,1,0,5,1406
2003,7,21,1,148,3,0,24,1303
2003,7,22,2,147,6,4,21,1537
2003,7,23,3,148,0,0,29,1457
2003,7,24,4,149,0,0,17,1691
2003,7,25,5,148,0,0,14,1621
2003,7,26,6,126,0,0,16,1400
2003,7,27,7,142,1,1,14,1425
2003,7,28,1,148,0,0,9,1548
2003,7,29,2,147,1,0,10,1332
2003,7,30,3,148,2,0,13,1454
2003,7,31,4,149,1,0,25,1717
2003,8,1,5,148,1,2,25,1483
2003,8,2,6,126,1,0,22,1258
2003,8,3,7,142,4,3,19,1472
2003,8,4,1,148,1,1,22,1625
2003,8,5,2,147,2,0,19,1455
2003,8,6,3,148,1,0,13,1373
2003,8,7,4,149,1,0,16,1466
2003,8,8,5,148,0,0,16,1614
2003,8,9,6,126,0,0,15,1227
2003,8,10,7,142,1,0,16,1434
2003,8,11,1,148,3,0,22,1654
2003,8,12,2,145,4,0,10,1779
2003,8,13,3,148,3,0,16,1736
2003,8,14,4,149,2,0,8,1769
2003,8,15,5,148,3,0,13,1582
2003,8,16,6,126,0,0,10,1485
2003,8,17,7,142,0,0,8,1646
2003,8,18,1,148,0,0,13,1599
2003,8,19,2,145,1,0,8,1309
2003,8,20,3,145,2,2,10,1396
2003,8,21,4,149,4,0,17,1657
2003,8,22,5,148,0,0,23,1735
2003,8,23,6,126,1,1,9,1391
2003,8,24,7,142,0,1,9,1615
2003,8,25,1,148,3,0,10,1646
2003,8,26,2,145,11,0,26,1964
2003,8,27,3,145,4,0,15,1512
2003,8,28,4,149,2,1,14,1886
2003,8,29,5,148,0,0,20,1694
2003,8,30,6,125,0,1,7,1455
2003,8,31,7,121,0,0,4,1464
2003,9,1,1,141,0,0,10,1565
2003,9,2,2,146,1,0,13,1751
2003,9,3,3,145,1,1,6,1596
2003,9,4,4,151,1,2,20,1672
2003,9,5,5,150,2,0,16,1423
2003,9,6,6,123,1,0,3,1102
2003,9,7,7,145,0,0,12,1643
2003,9,8,1,152,1,0,1,1709
2003,9,9,2,146,0,0,5,1686
2003,9,10,3,147,1,1,15,1854
2003,9,11,4,148,7,0,30,2054
2003,9,12,5,151,1,0,36,1760
2003,9,13,6,125,1,0,17,1444
2003,9,14,7,144,0,0,23,1651
2003,9,15,1,152,0,0,14,1708
2003,9,16,2,146,2,0,7,1671
2003,9,17,3,148,0,0,12,1660
2003,9,18,4,152,6,1,18,1642
2003,9,19,5,151,3,1,8,1688
2003,9,20,6,125,0,0,1,1370
2003,9,21,7,144,1,0,31,1831
2003,9,22,1,152,0,0,25,1449
2003,9,23,2,146,2,0,12,1580
2003,9,24,3,148,1,1,10,1728
2003,9,25,4,152,0,0,13,1753
2003,9,26,5,151,1,0,13,1743
2003,9,27,6,125,1,1,9,1299
2003,9,28,7,144,0,0,11,1660
2003,9,29,1,152,1,0,4,1733
2003,9,30,2,147,0,1,9,1694
2003,10,1,3,151,1,2,7,1770
2003,10,2,4,156,0,0,6,1801
2003,10,3,5,155,2,0,13,1774
2003,10,4,6,131,2,0,8,1526
2003,10,5,7,149,0,0,14,1749
2003,10,6,1,156,1,0,8,1716
2003,10,7,2,150,0,0,7,1611
2003,10,8,3,151,1,0,5,1832
2003,10,9,4,156,2,0,24,2215
2003,10,10,5,155,1,0,26,2153
2003,10,11,6,131,1,0,11,1637
2003,10,12,7,148,0,0,8,1810
2003,10,13,1,156,0,0,4,1872
2003,10,14,2,150,0,0,17,1681
2003,10,15,3,151,1,0,11,2032
2003,10,16,4,156,2,0,12,1876
2003,10,17,5,155,2,0,16,1780
2003,10,18,6,130,1,1,15,1673
2003,10,19,7,149,0,0,10,1702
2003,10,20,1,156,0,0,5,1602
2003,10,21,2,150,1,1,5,1259
2003,10,22,3,151,1,0,8,1307
2003,10,23,4,156,0,0,4,1762
2003,10,24,5,155,2,0,22,3428
2003,10,25,6,131,0,0,6,1537
2003,10,26,7,147,1,4,34,1430
2003,10,27,1,155,1,0,23,1909
2003,10,28,2,149,0,0,9,1591
2003,10,29,3,150,0,0,11,1734
2003,10,30,4,155,0,0,7,1827
2003,10,31,5,153,1,0,8,1642
2003,11,1,6,131,0,0,8,1518
2003,11,2,7,148,1,0,19,1827
2003,11,3,1,155,1,1,13,1867
2003,11,4,2,151,2,1,12,1879
2003,11,5,3,151,0,1,18,1532
2003,11,6,4,155,0,0,26,1555
2003,11,7,5,154,1,0,23,1814
2003,11,8,6,130,0,0,6,1469
2003,11,9,7,148,0,0,9,1744
2003,11,10,1,155,1,0,12,1713
2003,11,11,2,151,1,0,8,1912
2003,11,12,3,151,0,2,26,1715
2003,11,13,4,155,0,0,23,1602
2003,11,14,5,154,0,0,11,1630
2003,11,15,6,130,0,0,6,1317
2003,11,16,7,149,0,1,32,1765
2003,11,17,1,155,6,1,46,2595
2003,11,18,2,151,0,0,37,1638
2003,11,19,3,154,0,0,11,1529
2003,11,20,4,155,2,0,17,1646
2003,11,21,5,154,0,0,12,1635
2003,11,22,6,130,0,0,9,1378
2003,11,23,7,148,0,0,21,1691
2003,11,24,1,153,1,0,18,1460
2003,11,25,2,154,1,0,7,1737
2003,11,26,3,154,0,0,8,1651
2003,11,27,4,109,0,0,26,1494
2003,11,28,5,124,0,0,15,1130
2003,11,29,6,131,0,0,8,1327
2003,11,30,7,150,0,0,8,1536
2003,12,1,1,155,2,0,15,1525
2003,12,2,2,156,0,0,11,1589
2003,12,3,3,155,1,0,6,1582
2003,12,4,4,155,0,0,16,1645
2003,12,5,5,154,1,2,45,1555
2003,12,6,6,129,6,0,20,1090
2003,12,7,7,147,2,0,10,1440
2003,12,8,1,155,0,1,7,1786
2003,12,9,2,152,1,1,24,1805
2003,12,10,3,152,3,0,25,1814
2003,12,11,4,155,1,1,19,1591
2003,12,12,5,154,2,1,20,1569
2003,12,13,6,128,32,1,42,1073
2003,12,14,7,147,2,1,23,1433
2003,12,15,1,155,2,0,17,1962
2003,12,16,2,152,1,0,14,1608
2003,12,17,3,152,1,0,26,1602
2003,12,18,4,153,3,0,19,1501
2003,12,19,5,154,1,0,27,1527
2003,12,20,6,132,0,0,14,1247
2003,12,21,7,144,0,0,10,1470
2003,12,22,1,154,1,0,6,1591
2003,12,23,2,153,2,0,13,1546
2003,12,24,3,129,2,0,6,1160
2003,12,25,4,124,1,0,1,1113
2003,12,26,5,144,1,0,17,1381
2003,12,27,6,128,0,0,13,1332
2003,12,28,7,144,0,0,25,1637
2003,12,29,1,154,1,0,31,1616
2003,12,30,2,153,1,0,21,1413
2003,12,31,3,131,0,0,5,1149
2002,1,1,2,117,0,0,17,1348
2002,1,2,3,137,6,0,60,1146
2002,1,3,4,136,3,0,25,1226
2002,1,4,5,137,3,0,11,1404
2002,1,5,6,113,0,0,27,1439
2002,1,6,7,130,0,0,27,1145
2002,1,7,1,137,0,0,12,1123
2002,1,8,2,137,0,0,8,1772
2002,1,9,3,137,0,0,5,1077
