"Year","Month","Day","DayOfWeek","Flights","Cancelled","Diverted","Delayed","Taxi"
2006,2,27,1,69,0,0,11,843
2006,2,28,2,68,0,0,5,812
2006,3,1,3,75,0,0,8,924
2006,3,2,4,69,1,0,14,702
2006,3,3,5,75,0,1,15,734
2006,3,4,6,62,0,0,6,565
2006,3,5,7,67,0,0,8,893
2006,3,6,1,72,0,0,11,696
2006,3,7,2,69,0,1,5,790
2006,3,8,3,71,0,0,8,769
2006,3,9,4,72,1,0,30,876
2006,3,10,5,72,0,0,12,1003
2006,3,11,6,61,0,0,10,734
2006,3,12,7,67,0,0,10,848
2006,3,13,1,72,0,0,25,902
2006,3,14,2,70,0,0,11,780
2006,3,15,3,70,0,0,8,723
2006,3,16,4,71,0,0,12,883
2006,3,17,5,77,0,0,7,805
2006,3,18,6,66,1,0,10,629
2006,3,19,7,69,0,0,22,808
2006,3,20,1,73,0,1,40,1018
2006,3,21,2,73,0,0,17,752
2006,3,22,3,73,0,0,11,741
2006,3,23,4,74,0,0,18,784
2006,3,24,5,74,0,0,17,730
2006,3,25,6,65,0,0,1,570
2006,3,26,7,71,0,0,11,746
2006,3,27,1,74,0,0,3,841
2006,3,28,2,73,1,0,18,819
2006,3,29,3,73,0,0,6,846
2006,3,30,4,74,0,0,7,851
2006,3,31,5,74,1,0,13,818
2006,4,1,6,65,0,0,3,694
2006,4,2,7,70,0,1,14,696
2006,4,3,1,81,2,0,14,775
2006,4,4,2,77,0,0,6,758
2006,4,5,3,81,0,2,5,819
2006,4,6,4,81,0,0,16,923
2006,4,7,5,82,1,0,20,986
2006,4,8,6,74,0,0,13,648
2006,4,9,7,77,0,0,11,730
2006,4,10,1,82,0,0,3,841
2006,4,11,2,77,1,0,2,803
2006,4,12,3,81,0,0,4,907
2006,4,13,4,81,0,0,9,848
2006,4,14,5,82,0,0,7,870
2006,4,15,6,74,0,0,5,677
2006,4,16,7,77,0,0,5,726
2006,4,17,1,82,0,0,17,789
2006,4,18,2,81,0,1,2,1014
2006,4,19,3,81,1,0,16,785
2006,4,20,4,81,0,0,19,1042
2006,4,21,5,82,0,0,33,1001
2006,4,22,6,74,0,0,6,688
2006,4,23,7,77,0,0,8,835
2006,4,24,1,82,0,0,13,880
2006,4,25,2,77,0,0,13,846
2006,4,26,3,81,0,0,18,940
2006,4,27,4,81,0,0,10,808
2006,4,28,5,82,1,0,11,1005
2006,4,29,6,74,0,0,16,1538
2006,4,30,7,76,0,0,14,752
2006,5,1,1,81,1,0,7,918
2006,5,2,2,77,0,0,9,911
2006,5,3,3,81,1,0,7,833
2006,5,4,4,83,0,0,15,947
2006,5,5,5,84,0,0,20,918
2006,5,6,6,76,1,0,14,796
2006,5,7,7,83,0,1,19,951
2006,5,8,1,84,0,1,17,1027
2006,5,9,2,82,1,0,15,900
2006,5,10,3,83,0,0,24,938
2006,5,11,4,85,0,0,25,922
2006,5,12,5,86,1,0,25,892
2006,5,13,6,77,0,0,5,748
2006,5,14,7,83,0,1,26,873
2006,5,15,1,85,2,2,24,864
2006,5,16,2,82,0,0,9,786
2006,5,17,3,83,0,0,13,796
2006,5,18,4,85,0,0,11,822
2006,5,19,5,86,0,0,6,859
2006,5,20,6,77,0,0,6,728
2006,5,21,7,83,1,0,7,858
2006,5,22,1,85,0,0,8,954
2006,5,23,2,82,0,0,6,920
2006,5,24,3,83,1,0,14,872
2006,5,25,4,85,0,0,20,878
2006,5,26,5,86,1,0,20,904
2006,5,27,6,74,0,0,3,869
2006,5,28,7,77,0,0,4,792
2006,5,29,1,82,2,0,21,928
2006,5,30,2,84,1,0,11,1036
2006,5,31,3,83,0,1,19,1034
2006,6,1,4,85,0,1,21,1150
2006,6,2,5,86,2,0,19,823
2006,6,3,6,76,0,0,13,736
2006,6,4,7,82,0,0,11,846
2006,6,5,1,84,0,0,8,790
2006,6,6,2,83,0,0,6,870
2006,6,7,3,82,0,1,17,1072
2006,6,8,4,83,0,0,9,851
2006,6,9,5,83,1,2,7,887
2006,6,10,6,84,0,0,12,912
2006,6,11,7,85,0,0,10,830
2006,6,12,1,88,0,0,13,873
2006,6,13,2,88,0,0,10,815
2006,6,14,3,88,1,0,3,895
2006,6,15,4,88,0,0,8,909
2006,6,16,5,88,0,0,22,929
2006,6,17,6,82,4,2,14,1018
2006,6,18,7,85,0,1,22,1098
2006,6,19,1,88,4,0,26,1064
2006,6,20,2,88,1,0,16,919
2006,6,21,3,88,1,1,18,992
2006,6,22,4,88,1,0,25,1018
2006,6,23,5,88,2,0,21,878
2006,6,24,6,82,0,0,22,865
2006,6,25,7,85,2,0,29,891
2006,6,26,1,88,1,2,30,848
2006,6,27,2,87,1,1,25,980
2006,6,28,3,87,1,0,11,860
2006,6,29,4,87,1,0,14,831
2006,6,30,5,87,1,0,10,902
2006,7,1,6,83,0,0,13,841
2006,7,2,7,84,0,1,20,1263
2006,7,3,1,78,0,0,10,862
2006,7,4,2,81,3,2,19,1136
2006,7,5,3,89,2,1,32,1235
2006,7,6,4,89,3,0,20,885
2006,7,7,5,89,0,0,9,873
2006,7,8,6,85,1,0,9,928
2006,7,9,7,86,1,0,16,918
2006,7,10,1,89,1,0,5,970
2006,7,11,2,89,0,0,4,944
2006,7,12,3,89,1,1,12,981
2006,7,13,4,89,2,1,10,874
2006,7,14,5,89,0,0,11,958
2006,7,15,6,86,1,0,15,909
2006,7,16,7,86,0,0,16,779
2006,7,17,1,89,2,0,9,801
2006,7,18,2,89,1,1,20,962
2006,7,19,3,89,0,0,18,911
2006,7,20,4,89,2,1,20,868
2006,7,21,5,89,2,0,19,902
2006,7,22,6,86,1,3,29,952
2006,7,23,7,86,1,0,38,908
2006,7,24,1,89,1,0,15,978
2006,7,25,2,89,0,0,16,1203
2006,7,26,3,89,3,0,21,954
2006,7,27,4,89,3,1,19,928
2006,7,28,5,89,2,0,17,923
2006,7,29,6,86,1,0,16,857
2006,7,30,7,86,0,0,14,955
2006,7,31,1,89,1,0,12,953
2006,8,1,2,89,0,0,13,1156
2006,8,2,3,90,1,1,4,839
2006,8,3,4,90,1,0,18,968
2006,8,4,5,90,2,0,10,908
2006,8,5,6,87,2,1,13,939
2006,8,6,7,87,0,1,23,945
2006,8,7,1,90,1,0,21,1041
2006,8,8,2,90,0,0,12,1083
2006,8,9,3,90,0,1,10,934
2006,8,10,4,90,3,1,28,881
2006,8,11,5,90,1,0,18,856
2006,8,12,6,87,1,0,9,876
2006,8,13,7,87,0,1,7,760
2006,8,14,1,90,0,0,10,886
2006,8,15,2,87,0,0,10,891
2006,8,16,3,89,1,0,8,898
2006,8,17,4,89,0,0,7,858
2006,8,18,5,89,0,0,11,948
2006,8,19,6,86,1,0,7,810
2006,8,20,7,86,1,1,11,847
2006,8,21,1,89,1,0,7,863
2006,8,22,2,87,1,1,13,913
2006,8,23,3,87,0,1,6,790
2006,8,24,4,89,4,0,18,927
2006,8,25,5,89,0,0,12,988
2006,8,26,6,86,0,1,13,962
2006,8,27,7,86,1,2,15,819
2006,8,28,1,89,1,0,14,1022
2006,8,29,2,87,4,0,18,1000
2006,8,30,3,87,5,0,12,826
2006,8,31,4,88,0,1,20,948
2006,9,1,5,87,0,0,18,894
2006,9,2,6,84,0,0,12,1098
2006,9,3,7,76,1,0,4,714
2006,9,4,1,81,0,0,4,728
2006,9,5,2,87,0,1,15,890
2006,9,6,3,87,1,0,9,768
2006,9,7,4,92,1,1,8,876
2006,9,8,5,92,3,1,10,938
2006,9,9,6,83,0,0,5,836
2006,9,10,7,89,0,0,13,1032
2006,9,11,1,92,4,1,13,965
2006,9,12,2,89,1,0,12,1014
2006,9,13,3,89,1,0,15,1046
2006,9,14,4,92,1,0,11,871
2006,9,15,5,92,1,0,17,1137
2006,9,16,6,81,4,0,6,887
2006,9,17,7,89,0,2,20,1256
2006,9,18,1,92,1,0,11,970
2006,9,19,2,89,2,0,10,840
2006,9,20,3,89,1,0,3,812
2006,9,21,4,92,0,1,5,1025
2006,9,22,5,92,1,0,19,1156
2006,9,23,6,81,2,0,16,1195
2006,9,24,7,88,0,0,19,1071
2006,9,25,1,92,0,0,6,775
2006,9,26,2,89,1,0,2,939
2006,9,27,3,89,0,0,5,908
2006,9,28,4,92,0,0,4,834
2006,9,29,5,92,1,0,6,889
2006,9,30,6,81,3,0,3,735
2006,10,1,7,89,2,0,7,798
2006,10,2,1,93,0,2,7,905
2006,10,3,2,90,1,0,4,852
2006,10,4,3,93,2,0,11,968
2006,10,5,4,93,0,0,13,965
2006,10,6,5,93,0,0,16,1043
2006,10,7,6,82,0,0,3,738
2006,10,8,7,90,0,0,5,876
2006,10,9,1,92,0,0,8,885
2006,10,10,2,91,1,0,14,1322
2006,10,11,3,93,0,0,10,1039
2006,10,12,4,93,1,2,26,1318
2006,10,13,5,93,0,0,19,894
2006,10,14,6,83,0,0,12,884
2006,10,15,7,90,0,0,19,1186
2006,10,16,1,93,3,1,34,1334
2006,10,17,2,91,2,0,26,933
2006,10,18,3,93,3,1,20,1183
2006,10,19,4,93,0,0,33,1194
2006,10,20,5,92,0,0,29,929
2006,10,21,6,82,0,0,11,818
2006,10,22,7,90,2,0,29,846
2006,10,23,1,93,1,0,27,887
2006,10,24,2,91,0,0,5,928
2006,10,25,3,93,2,0,7,1085
2006,10,26,4,93,2,0,29,1399
2006,10,27,5,92,0,0,41,949
2006,10,28,6,83,0,0,19,882
2006,10,29,7,88,0,0,6,1000
2006,10,30,1,95,0,0,9,1044
2006,10,31,2,95,1,0,10,918
2006,11,1,3,98,0,0,8,947
2006,11,2,4,99,0,1,18,1061
2006,11,3,5,99,0,0,10,982
2006,11,4,6,84,1,0,8,808
2006,11,5,7,91,1,0,9,1115
2006,11,6,1,98,0,0,27,1123
2006,11,7,2,96,1,0,21,1098
2006,11,8,3,98,1,0,13,988
2006,11,9,4,99,0,0,8,1063
2006,11,10,5,99,1,0,10,1080
2006,11,11,6,84,0,0,12,787
2006,11,12,7,92,0,0,10,1008
2006,11,13,1,100,0,0,20,1410
2006,11,14,2,96,0,0,10,1130
2006,11,15,3,98,3,1,46,1223
2006,11,16,4,99,2,0,19,1220
2006,11,17,5,99,1,0,14,955
2006,11,18,6,86,0,0,11,780
2006,11,19,7,91,0,0,8,850
2006,11,20,1,96,0,0,10,937
2006,11,21,2,98,1,0,7,974
2006,11,22,3,98,0,0,12,952
2006,11,23,4,83,1,0,4,801
2006,11,24,5,85,0,0,2,709
2006,11,25,6,84,1,1,7,815
2006,11,26,7,99,0,0,10,1169
2006,11,27,1,99,0,0,11,1091
2006,11,28,2,98,0,0,13,1176
2006,11,29,3,96,1,0,15,1248
2006,11,30,4,99,5,0,32,1127
2006,12,1,5,99,5,0,21,1052
2006,12,2,6,82,0,1,14,849
2006,12,3,7,91,1,0,14,936
2006,12,4,1,98,0,0,18,1010
2006,12,5,2,95,0,0,5,832
2006,12,6,3,95,0,0,7,971
2006,12,7,4,98,0,0,15,953
2006,12,8,5,97,3,1,10,868
2006,12,9,6,81,1,0,2,730
2006,12,10,7,91,0,0,4,1029
2006,12,11,1,97,0,0,11,1304
2006,12,12,2,95,1,0,11,1054
2006,12,13,3,97,2,0,21,1091
2006,12,14,4,97,3,2,33,1348
2006,12,15,5,92,1,1,22,1206
2006,12,16,6,76,0,0,17,826
2006,12,17,7,86,0,0,6,1067
2006,12,18,1,91,0,0,8,985
2006,12,19,2,91,1,0,10,975
2006,12,20,3,91,2,1,27,1164
2006,12,21,4,93,2,0,35,1260
2006,12,22,5,93,3,0,45,961
2006,12,23,6,79,0,0,32,755
2006,12,24,7,80,0,0,19,849
2006,12,25,1,78,0,0,20,710
2006,12,26,2,93,1,0,21,907
2006,12,27,3,93,0,0,15,991
2006,12,28,4,94,0,0,11,926
2006,12,29,5,95,7,0,24,1231
2006,12,30,6,83,5,0,43,1032
2006,12,31,7,84,1,0,27,840
2005,1,1,6,127,0,0,8,1273
2005,1,2,7,149,0,0,37,1667
2005,1,3,1,150,0,1,35,1518
2005,1,4,2,147,0,0,32,1578
2005,1,5,3,148,2,3,38,1613
2005,1,6,4,153,4,0,36,1439
2005,1,7,5,153,1,1,22,1556
2005,1,8,6,123,0,0,19,1147
2005,1,9,7,145,0,0,17,1427
2005,1,10,1,152,1,2,13,1766
2005,1,11,2,146,0,1,15,1708
2005,1,12,3,150,3,2,31,1544
2005,1,13,4,154,2,0,54,1933
2005,1,14,5,154,0,0,29,1360
2005,1,15,6,123,0,0,17,1022
2005,1,16,7,145,1,0,15,1252
2005,1,17,1,153,2,1,15,1344
2005,1,18,2,147,1,0,8,1229
2005,1,19,3,149,2,0,23,1556
2005,1,20,4,154,2,1,15,1379
2005,1,21,5,154,2,1,27,1445
2005,1,22,6,127,15,3,28,1011
2005,1,23,7,145,7,0,19,1314
2005,1,24,1,153,0,0,12,1498
2005,1,25,2,147,2,0,3,1353
2005,1,26,3,149,2,0,13,1212
2005,1,27,4,155,0,0,19,1318
2005,1,28,5,157,1,0,21,1999
2005,1,29,6,129,15,1,15,977
2005,1,30,7,148,9,1,26,1214
2005,1,31,1,151,0,0,18,1389
2005,2,1,2,147,0,0,13,1653
2005,2,2,3,146,1,0,23,1394
2005,2,3,4,152,1,1,22,1511
2005,2,4,5,157,0,0,25,1480
2005,2,5,6,131,0,0,8,1204
2005,2,6,7,145,0,0,8,1404
2005,2,7,1,152,0,0,8,1661
2005,2,8,2,148,2,2,18,1425
2005,2,9,3,151,0,0,28,1473
2005,2,10,4,152,0,0,21,1426
2005,2,11,5,155,1,1,22,1478
2005,2,12,6,130,2,0,16,1359
2005,2,13,7,142,0,0,23,1458
2005,2,14,1,151,1,1,15,1449
2005,2,15,2,147,0,0,15,1764
2005,2,16,3,150,12,0,38,1538
2005,2,17,4,154,0,0,23,1394
2005,2,18,5,153,2,0,36,1413
2005,2,19,6,126,1,1,12,1262
2005,2,20,7,144,1,0,21,1666
2005,2,21,1,151,3,1,67,1930
2005,2,22,2,152,0,1,35,1742
2005,2,23,3,152,4,0,46,1830
2005,2,24,4,154,3,1,51,1779
2005,2,25,5,153,1,0,38,1414
2005,2,26,6,128,0,0,14,1182
2005,2,27,7,144,0,1,39,1518
2005,2,28,1,152,3,1,30,1808
2005,3,1,2,149,8,0,22,1377
2005,3,2,3,151,0,0,23,1355
2005,3,3,4,154,1,0,29,1591
2005,3,4,5,154,1,1,20,1443
2005,3,5,6,130,0,0,12,1165
2005,3,6,7,145,0,0,14,1675
2005,3,7,1,153,1,1,31,1816
2005,3,8,2,150,3,2,32,1518
2005,3,9,3,152,2,0,34,1445
2005,3,10,4,154,0,0,29,1569
2005,3,11,5,154,0,0,40,1493
2005,3,12,6,129,0,1,17,1486
2005,3,13,7,146,0,0,18,1654
2005,3,14,1,153,0,0,22,1451
2005,3,15,2,152,2,0,37,1460
2005,3,16,3,152,1,0,70,1470
2005,3,17,4,154,1,0,59,1472
2005,3,18,5,154,1,1,25,1712
2005,3,19,6,129,0,0,19,1337
2005,3,20,7,145,1,0,21,1709
2005,3,21,1,153,2,0,28,1729
2005,3,22,2,152,5,0,21,1567
2005,3,23,3,152,0,1,26,1505
2005,3,24,4,154,0,1,26,1643
2005,3,25,5,154,1,1,54,1481
2005,3,26,6,129,1,1,40,1353
2005,3,27,7,145,0,0,43,1619
2005,3,28,1,153,4,1,42,1887
2005,3,29,2,152,0,0,12,1816
2005,3,30,3,152,0,0,15,1755
2005,3,31,4,154,1,0,34,1856
2005,4,1,5,153,6,0,32,1404
2005,4,2,6,129,1,2,34,1213
2005,4,3,7,148,3,0,16,1640
2005,4,4,1,153,0,0,18,1720
2005,4,5,2,148,0,0,7,1669
2005,4,6,3,152,1,0,39,1818
2005,4,7,4,155,0,0,24,1674
2005,4,8,5,154,0,0,18,1313
2005,4,9,6,125,0,0,4,1188
2005,4,10,7,148,2,0,13,1626
2005,4,11,1,153,2,1,37,2193
2005,4,12,2,148,1,0,10,1322
2005,4,13,3,152,0,0,4,1474
2005,4,14,4,155,0,0,12,1331
2005,4,15,5,154,0,1,16,1428
2005,4,16,6,125,0,0,7,1232
2005,4,17,7,148,0,0,9,1556
2005,4,18,1,153,0,0,8,1525
2005,4,19,2,148,1,0,0,1542
2005,4,20,3,152,1,0,9,1633
2005,4,21,4,156,0,0,12,1670
2005,4,22,5,155,0,1,32,1745
2005,4,23,6,126,1,0,13,1222
2005,4,24,7,149,0,0,19,1377
2005,4,25,1,154,1,0,21,1686
2005,4,26,2,149,2,0,29,1471
2005,4,27,3,153,1,0,21,1662
2005,4,28,4,156,0,1,20,1753
2005,4,29,5,155,0,0,9,1687
2005,4,30,6,126,1,0,50,1565
2005,5,1,7,152,0,0,22,1351
2005,5,2,1,155,0,0,15,1500
2005,5,3,2,152,0,1,23,1426
2005,5,4,3,154,0,0,19,1360
2005,5,5,4,157,1,0,29,1461
2005,5,6,5,156,0,0,21,1496
2005,5,7,6,131,0,0,4,1416
2005,5,8,7,149,0,0,25,1967
2005,5,9,1,155,1,0,11,1632
2005,5,10,2,150,2,0,3,1554
2005,5,11,3,152,1,0,19,1631
2005,5,12,4,155,0,0,15,1664
2005,5,13,5,154,0,0,21,1617
2005,5,14,6,127,1,0,14,1264
2005,5,15,7,148,0,1,18,1461
2005,5,16,1,154,0,0,4,1432
2005,5,17,2,150,1,0,6,1350
2005,5,18,3,152,0,0,13,1584
2005,5,19,4,155,0,0,24,1671
2005,5,20,5,154,1,1,37,1895
2005,5,21,6,127,1,0,13,1209
2005,5,22,7,147,0,0,17,1449
2005,5,23,1,153,0,0,9,1738
2005,5,24,2,150,2,0,20,1594
2005,5,25,3,153,1,0,25,1782
2005,5,26,4,155,1,1,27,1613
2005,5,27,5,154,0,0,14,1645
2005,5,28,6,125,0,0,9,1254
2005,5,29,7,133,0,0,28,1641
2005,5,30,1,144,1,0,11,1665
2005,5,31,2,154,0,0,16,1632
2005,6,1,3,154,2,0,24,1503
2005,6,2,4,156,2,0,23,1677
2005,6,3,5,155,2,0,26,1631
2005,6,4,6,128,0,0,18,1460
2005,6,5,7,149,0,0,26,1601
2005,6,6,1,155,7,1,46,2053
2005,6,7,2,150,2,0,27,1510
2005,6,8,3,152,1,1,21,1824
2005,6,9,4,151,4,0,25,1601
2005,6,10,5,150,0,0,34,1516
2005,6,11,6,127,3,0,18,1164
2005,6,12,7,141,0,0,25,1607
2005,6,13,1,150,1,0,15,1608
2005,6,14,2,149,1,1,18,1678
2005,6,15,3,150,1,0,15,1520
2005,6,16,4,151,0,0,19,1559
2005,6,17,5,150,1,0,36,1582
2005,6,18,6,127,0,0,16,1354
2005,6,19,7,141,1,0,12,1233
2005,6,20,1,150,2,0,18,1372
2005,6,21,2,149,2,0,13,1426
2005,6,22,3,150,0,2,19,1447
2005,6,23,4,151,0,1,19,1544
2005,6,24,5,150,2,0,27,1601
2005,6,25,6,127,0,0,6,1334
2005,6,26,7,141,0,1,22,1451
2005,6,27,1,150,0,0,27,1701
2005,6,28,2,150,1,0,33,1707
2005,6,29,3,150,0,0,40,1653
2005,6,30,4,151,0,1,51,1703
2005,7,1,5,150,0,3,49,1748
2005,7,2,6,126,0,0,27,1372
2005,7,3,7,119,0,0,24,1327
2005,7,4,1,143,0,0,16,1604
2005,7,5,2,150,3,0,32,1722
2005,7,6,3,150,24,1,31,1230
2005,7,7,4,151,6,0,39,1517
2005,7,8,5,150,0,1,33,1645
2005,7,9,6,127,0,1,12,1297
2005,7,10,7,140,12,2,22,1183
2005,7,11,1,150,10,3,32,1546
2005,7,12,2,149,1,0,28,1704
2005,7,13,3,150,3,2,51,1820
2005,7,14,4,151,1,0,54,1835
2005,7,15,5,150,1,1,62,1970
2005,7,16,6,127,1,0,37,1567
2005,7,17,7,140,0,2,43,1899
2005,7,18,1,150,1,0,51,1909
2005,7,19,2,149,1,0,24,1850
2005,7,20,3,150,1,0,32,1677
2005,7,21,4,151,0,0,40,1662
2005,7,22,5,150,0,0,34,1536
2005,7,23,6,127,1,0,6,1246
2005,7,24,7,140,0,1,15,1429
2005,7,25,1,150,1,2,38,1604
2005,7,26,2,149,1,0,22,1645
2005,7,27,3,150,5,2,19,1674
2005,7,28,4,151,2,0,46,1532
2005,7,29,5,150,0,0,37,1568
2005,7,30,6,127,0,0,22,1235
2005,7,31,7,140,1,0,21,1528
2005,8,1,1,150,0,0,26,1462
2005,8,2,2,149,1,1,18,1652
2005,8,3,3,150,1,0,15,1408
2005,8,4,4,150,1,1,38,1703
2005,8,5,5,150,1,0,43,1731
2005,8,6,6,127,1,1,21,1168
2005,8,7,7,140,1,0,35,1531
2005,8,8,1,150,1,1,45,1509
2005,8,9,2,149,3,1,45,1380
2005,8,10,3,150,2,0,19,1482
2005,8,11,4,150,1,1,21,1457
2005,8,12,5,149,1,0,27,1740
2005,8,13,6,127,1,0,17,1315
2005,8,14,7,140,1,2,42,1989
2005,8,15,1,150,6,1,30,1507
2005,8,16,2,147,5,1,33,1307
2005,8,17,3,150,1,0,20,1544
2005,8,18,4,150,2,0,31,1745
2005,8,19,5,150,2,2,26,1538
2005,8,20,6,127,3,1,16,1138
2005,8,21,7,138,1,0,24,1366
2005,8,22,1,150,0,0,7,1369
2005,8,23,2,148,2,1,10,1524
2005,8,24,3,148,1,1,24,1514
2005,8,25,4,151,6,0,14,1503
2005,8,26,5,151,3,0,18,1450
2005,8,27,6,127,1,0,15,1243
2005,8,28,7,140,73,0,27,627
2005,8,29,1,151,151,0,0,0
2005,8,30,2,148,148,0,0,0
2005,8,31,3,148,148,0,0,0
2005,9,1,4,150,150,0,0,0
2005,9,2,5,149,149,0,0,0
2005,9,3,6,73,73,0,0,0
2005,9,4,7,73,73,0,0,0
2005,9,5,1,78,78,0,0,0
2005,9,6,2,82,82,0,0,0
2005,9,7,3,60,60,0,0,0
2005,9,8,4,46,46,0,0,0
2005,9,9,5,19,19,0,0,0
2005,9,10,6,18,18,0,0,0
2005,9,11,7,11,11,0,0,0
2005,9,12,1,11,11,0,0,0
2005,9,13,2,9,7,0,0,25
2005,9,14,3,9,7,0,1,26
2005,9,15,4,7,5,0,0,26
2005,9,16,5,7,1,0,1,89
2005,9,17,6,10,1,0,0,123
2005,9,18,7,10,0,0,0,124
2005,9,19,1,15,1,0,3,143
2005,9,20,2,15,0,0,1,155
2005,9,21,3,18,0,0,1,185
2005,9,22,4,19,2,0,4,197
2005,9,23,5,20,13,0,2,130
2005,9,24,6,17,7,0,4,125
2005,9,25,7,20,3,0,2,199
2005,9,26,1,18,0,0,4,222
2005,9,27,2,18,0,0,1,172
2005,9,28,3,18,0,0,2,181
2005,9,29,4,18,0,0,5,222
2005,9,30,5,18,0,0,3,165
2005,10,1,6,18,0,0,3,215
2005,10,2,7,19,0,0,2,280
2005,10,3,1,21,0,0,3,194
2005,10,4,2,21,0,1,3,202
2005,10,5,3,23,0,0,5,249
2005,10,6,4,24,0,0,4,318
2005,10,7,5,24,0,0,4,263
2005,10,8,6,21,0,0,3,206
2005,10,9,7,24,0,0,5,299
2005,10,10,1,26,0,0,10,354
2005,10,11,2,25,0,0,2,280
2005,10,12,3,26,0,0,3,307
2005,10,13,4,26,0,0,5,389
2005,10,14,5,26,0,0,4,259
2005,10,15,6,25,0,0,2,272
2005,10,16,7,25,0,0,4,259
2005,10,17,1,28,2,0,4,314
2005,10,18,2,28,0,0,4,247
2005,10,19,3,28,0,0,4,271
2005,10,20,4,34,0,0,5,384
2005,10,21,5,34,0,0,4,335
2005,10,22,6,31,0,0,5,334
2005,10,23,7,31,0,0,6,313
2005,10,24,1,32,0,0,6,307
2005,10,25,2,32,0,0,4,322
2005,10,26,3,34,0,0,5,357
2005,10,27,4,33,0,0,6,322
2005,10,28,5,34,0,0,6,331
2005,10,29,6,33,0,0,1,311
2005,10,30,7,34,1,0,3,321
2005,10,31,1,36,3,0,11,425
2005,11,1,2,39,1,0,8,353
2005,11,2,3,40,2,0,4,401
2005,11,3,4,41,3,0,5,451
2005,11,4,5,38,0,0,6,493
2005,11,5,6,37,1,1,6,468
2005,11,6,7,38,2,0,8,441
2005,11,7,1,40,2,0,9,423
2005,11,8,2,37,1,0,7,458
2005,11,9,3,42,1,0,14,514
2005,11,10,4,41,0,0,6,396
2005,11,11,5,41,0,0,4,375
2005,11,12,6,45,0,0,7,429
2005,11,13,7,48,0,0,6,474
2005,11,14,1,50,1,0,10,603
2005,11,15,2,48,0,1,15,617
2005,11,16,3,51,0,0,15,440
2005,11,17,4,51,1,0,16,458
2005,11,18,5,51,1,0,15,496
2005,11,19,6,47,0,0,12,430
2005,11,20,7,49,0,0,13,525
2005,11,21,1,51,0,0,12,527
2005,11,22,2,49,0,0,14,514
2005,11,23,3,51,0,0,9,508
2005,11,24,4,41,0,0,5,339
2005,11,25,5,43,0,0,10,422
2005,11,26,6,45,0,0,11,527
2005,11,27,7,49,0,0,17,561
2005,11,28,1,51,0,0,23,596
2005,11,29,2,49,0,0,19,541
2005,11,30,3,51,1,0,11,498
2005,12,1,4,52,0,0,13,522
2005,12,2,5,51,0,0,10,615
2005,12,3,6,49,0,0,8,528
2005,12,4,7,50,0,0,15,577
2005,12,5,1,52,1,0,29,533
2005,12,6,2,51,1,0,11,424
2005,12,7,3,52,3,0,13,426
2005,12,8,4,52,0,0,25,548
2005,12,9,5,52,0,0,22,476
2005,12,10,6,49,0,0,12,440
2005,12,11,7,51,1,0,12,499
2005,12,12,1,52,0,0,12,471
2005,12,13,2,50,0,0,5,519
2005,12,14,3,52,2,0,23,602
2005,12,15,4,50,0,0,29,516
2005,12,16,5,52,0,0,32,611
2005,12,17,6,51,0,0,22,498
2005,12,18,7,49,0,0,14,438
2005,12,19,1,52,0,0,20,485
2005,12,20,2,52,0,0,17,533
2005,12,21,3,52,0,0,22,511
2005,12,22,4,52,0,0,15,524
2005,12,23,5,54,0,0,17,540
2005,12,24,6,48,0,0,15,472
2005,12,25,7,47,0,0,8,417
2005,12,26,1,52,0,0,13,521
2005,12,27,2,52,0,0,17,493
2005,12,28,3,52,0,0,25,540
2005,12,29,4,52,0,0,19,655
2005,12,30,5,52,0,0,18,627
2005,12,31,6,47,0,0,13,478
2004,1,1,4,130,0,0,7,1315
2004,1,2,5,147,0,0,22,1797
2004,1,3,6,131,1,0,16,1399
2004,1,4,7,144,4,0,34,1855
2004,1,5,1,154,1,1,67,1822
2004,1,6,2,152,2,0,23,1449
2004,1,7,3,148,2,0,7,1282
2004,1,8,4,151,1,0,6,1361
2004,1,9,5,151,1,0,16,1410
2004,1,10,6,127,1,0,7,1103
2004,1,11,7,141,1,0,8,1219
2004,1,12,1,151,0,0,7,1459
2004,1,13,2,148,2,0,12,1324
2004,1,14,3,148,2,3,15,1325
2004,1,15,4,151,1,0,17,1461
2004,1,16,5,151,1,0,22,1432
2004,1,17,6,124,2,0,14,1594
2004,1,18,7,142,1,1,19,1294
2004,1,19,1,151,0,0,10,1264
2004,1,20,2,148,3,0,2,1228
2004,1,21,3,148,0,0,6,1561
2004,1,22,4,151,0,0,13,1239
2004,1,23,5,151,1,0,2,1364
2004,1,24,6,127,0,1,7,1201
2004,1,25,7,142,3,0,19,1345
2004,1,26,1,151,7,0,27,1463
2004,1,27,2,148,8,0,28,1231
2004,1,28,3,148,3,0,7,1479
2004,1,29,4,151,2,0,17,1440
2004,1,30,5,151,2,0,7,1508
2004,1,31,6,127,1,0,14,1549
2004,2,1,7,142,0,0,7,1362
2004,2,2,1,151,4,0,29,1685
2004,2,3,2,148,1,0,14,1374
2004,2,4,3,148,3,2,24,1552
2004,2,5,4,150,1,0,36,1745
2004,2,6,5,150,3,0,52,1458
2004,2,7,6,126,1,0,19,1173
2004,2,8,7,141,0,0,11,1354
2004,2,9,1,150,0,0,6,1700
2004,2,10,2,147,0,0,19,1434
2004,2,11,3,149,1,0,20,1911
