"Year","Month","Day","Fog","Mist","Rain","Hail","Thunder","Tornado","PRCP","TMAX","TMIN","AWND","WSF2","WSF5"
2008,4,17,0,0,0,0,0,0,0,24.4,13.9,4.9,8.9,10.7
2008,4,18,1,1,1,0,1,0,4.1,26.1,16.1,5.5,9.4,11.6
2008,4,19,0,0,0,0,0,0,0,24.4,10.6,2.8,7.2,9.4
2008,4,20,0,0,0,0,0,0,0,26.7,12.8,2.2,5.4,8.9
2008,4,21,1,1,0,0,0,0,0,28.3,13.9,1.9,5.8,6.7
2008,4,22,1,1,0,0,1,0,0,29.4,17.8,1.6,5.8,9.8
2008,4,23,1,1,0,0,0,0,0,30.6,20,2.6,5.8,7.2
2008,4,24,1,1,0,0,0,0,0,28.3,18.9,2.8,6.7,8.9
2008,4,25,1,1,1,0,0,0,0,26.7,18.9,3.4,7.2,9.4
2008,4,26,1,1,1,0,1,0,40.9,26.1,18.9,1.7,6.7,8
2008,4,27,1,1,1,0,1,0,6.9,25.6,19.4,2.3,5.8,8
2008,4,28,0,0,0,0,0,0,0,22.2,14.4,4.9,9.4,12.5
2008,4,29,0,0,0,0,0,0,0,26.1,12.2,2.2,5.8,7.2
2008,4,30,1,0,0,0,0,0,0,25.6,13.3,3.4,9.4,10.7
2008,5,1,0,0,0,0,0,0,0,27.2,18.3,5.8,9.8,13
2008,5,2,1,1,1,0,0,0,2.3,27.8,22.8,6.8,11.2,13.9
2008,5,3,1,1,1,0,1,0,25.7,27.8,18.9,2.7,11.2,14.3
2008,5,4,0,0,0,0,0,0,0,26.7,16.7,2.6,8,10.3
2008,5,5,0,0,1,0,0,0,0,25.6,17.8,2.8,6.3,8
2008,5,6,0,0,0,0,0,0,0,27.2,16.1,2.2,5.8,7.2
2008,5,7,1,1,0,0,0,0,0,27.8,17.2,5.1,9.8,13
2008,5,8,1,1,0,0,0,0,0,29.4,22.2,6.2,11.6,14.8
2008,5,9,1,1,0,0,0,0,0,30.6,21.1,3.8,8,11.2
2008,5,10,1,1,0,0,0,0,0,31.1,23.3,4.5,7.6,10.3
2008,5,11,1,1,1,0,0,0,0,29.4,20.6,5.5,8.9,10.7
2008,5,12,0,0,0,0,0,0,0,26.7,18.3,3.8,7.6,10.7
2008,5,13,0,0,0,0,0,0,0,28.3,16.1,4,7.2,9.4
2008,5,14,1,1,1,0,0,0,23.6,29.4,21.7,4.7,10.7,13.4
2008,5,15,1,1,1,0,1,0,6.6,26.7,21.7,4.4,14.8,19.2
2008,5,16,1,1,1,0,1,0,55.9,24.4,19.4,3.3,7.6,9.8
2008,5,17,0,0,1,0,0,0,0,24.4,17.2,3,7.2,8
2008,5,18,1,1,0,0,0,0,0,27.8,16.1,3,6.3,8
2008,5,19,1,1,0,0,0,0,0,30.6,19.4,3.6,6.7,8.9
2008,5,20,1,1,0,0,0,0,0,31.1,21.1,5.1,8.9,10.7
2008,5,21,0,0,0,0,0,0,0,32.2,22.2,3.4,6.7,7.6
2008,5,22,1,1,1,0,1,0,67.6,28.3,19.4,4.4,14.8,18.3
2008,5,23,0,0,1,0,0,0,0.3,30.6,20.6,4.5,12.5,13.9
2008,5,24,1,1,0,0,0,0,0,32.2,24.4,3,6.3,7.2
2008,5,25,1,1,1,0,1,0,0.8,32.2,23.9,1.7,12.5,16.1
2008,5,26,1,0,0,0,1,0,0,32.8,23.9,2.6,6.7,8.9
2008,5,27,1,0,0,0,0,0,0,31.1,22.8,3.7,7.2,9.8
2008,5,28,0,0,0,0,0,0,0,31.1,21.1,2.2,6.7,9.4
2008,5,29,0,1,0,0,0,0,0,32.2,21.1,1.9,5.8,10.3
2008,5,30,1,0,0,0,0,0,0,31.1,22.8,3,6.3,10.3
2008,5,31,1,0,0,0,0,0,0,32.2,23.3,2,6.7,9.4
2008,6,1,0,0,0,0,0,0,0,32.8,22.2,2.2,6.3,9.8
2008,6,2,0,1,0,0,0,0,0,32.8,23.3,2.7,6.7,NA
2008,6,3,0,0,0,0,0,0,0,32.8,24.4,4.3,8,10.3
2008,6,4,0,0,0,0,0,0,0,32.2,25.6,5.5,9.8,13
2008,6,5,0,0,0,0,0,0,0,32.2,26.1,5.9,10.3,13
2008,6,6,0,0,0,0,0,0,0,32.8,25.6,4.9,8,11.2
2008,6,7,1,0,1,0,0,0,3.8,33.3,25.6,4,8,13.4
2008,6,8,1,0,0,0,0,0,0,32.2,23.9,3,6.3,9.8
2008,6,9,0,0,0,0,1,0,0,32.8,23.9,2.5,8,11.2
2008,6,10,0,0,1,0,1,0,3,31.7,23.3,1.5,11.2,14.8
2008,6,11,0,0,0,0,0,0,0,31.7,23.3,2,6.3,9.4
2008,6,12,0,0,1,0,1,0,0,31.1,23.9,2.6,7.6,9.8
2008,6,13,0,0,1,0,0,0,0,32.2,23.9,2.6,9.8,11.2
2008,6,14,1,1,1,0,1,0,1,31.7,23.3,2.4,10.3,12.5
2008,6,15,1,1,1,0,1,0,9.9,30,22.2,2.5,7.6,9.8
2008,6,16,1,1,0,0,0,0,0,33.3,23.3,2.2,8.9,10.3
2008,6,17,1,0,1,0,1,0,0,34.4,23.3,3,13,16.1
2008,6,18,0,0,0,0,0,0,0,32.8,25.6,2.9,6.7,7.6
2008,6,19,1,1,0,0,0,0,0,33.3,23.9,2.2,6.7,7.6
2008,6,20,1,1,1,0,1,0,1.5,33.3,23.9,1.8,13.9,17.4
2008,6,21,1,0,1,0,1,0,3.6,32.8,23.3,1.7,8.9,10.7
2008,6,22,1,1,0,0,0,0,0,32.2,22.2,2.7,6.3,7.2
2008,6,23,1,1,0,0,1,0,0,34.4,22.2,2.6,7.2,8
2008,6,24,1,1,1,0,1,0,13.2,33.3,23.9,1.3,13.4,16.5
2008,6,25,1,1,1,0,1,0,14.5,32.2,23.3,1.7,10.7,14.8
2008,6,26,1,1,1,0,1,0,11.7,32.8,22.2,1.7,13.9,16.5
2008,6,27,0,1,1,0,1,0,0,33.3,22.8,2.2,8.9,10.3
2008,6,28,1,1,1,0,1,0,27.4,32.8,22.8,3.4,12.5,13.9
2008,6,29,1,1,1,0,1,0,0,33.3,23.9,2.8,11.2,13
2008,6,30,1,1,1,0,1,0,22.1,30,22.2,2.1,13.4,16.1
2008,7,1,0,0,0,0,0,0,0,32.2,23.9,2.8,6.3,8.9
2008,7,2,1,0,1,0,1,0,1.8,32.2,22.8,2,9.4,12.5
2008,7,3,1,1,1,0,1,0,0.5,32.8,23.3,1.2,11.6,14.3
2008,7,4,0,0,0,0,1,0,0,31.1,23.3,1.8,7.2,8
2008,7,5,1,0,0,0,0,0,0,33.3,24.4,2.3,5.8,10.3
2008,7,6,0,0,1,0,1,0,0,32.2,25,2.2,6.7,8.9
2008,7,7,0,0,0,0,0,0,0,33.3,24.4,2.3,7.2,9.4
2008,7,8,1,0,1,0,1,0,23.9,32.2,22.2,2.5,14.3,19.2
2008,7,9,1,1,1,0,1,0,5.3,32.2,23.9,2.4,7.2,10.7
2008,7,10,1,0,1,0,0,0,0,32.8,24.4,2.5,9.4,11.2
2008,7,11,0,0,0,0,0,0,0,33.9,25,2.8,6.7,8.9
2008,7,12,0,0,1,0,0,0,0,34.4,25.6,2.7,6.7,8
2008,7,13,0,0,0,0,0,0,0,35,25,3.6,7.6,NA
2008,7,14,1,1,1,0,1,0,8.6,32.8,23.3,3,6.7,12.5
2008,7,15,1,1,0,0,0,0,0,33.9,22.8,1.8,4.5,10.7
2008,7,16,1,0,0,0,0,0,0,34.4,22.8,2.6,5.8,8
2008,7,17,1,1,1,0,1,0,0.3,34.4,23.9,1.9,12.5,16.1
2008,7,18,0,1,1,0,1,0,0,32.8,25,1.8,11.2,13
2008,7,19,1,1,1,0,1,0,0.3,32.2,23.3,1.8,10.7,13.4
2008,7,20,1,0,0,0,0,0,0,35.6,23.9,2.2,5.4,12.5
2008,7,21,1,1,0,0,0,0,0,36.1,25.6,3,8,10.3
2008,7,22,1,0,1,0,0,0,0.8,33.9,25,3.8,10.7,13
2008,7,23,1,1,1,0,1,0,18.8,31.7,23.3,1.8,10.3,13
2008,7,24,1,1,1,0,1,0,2,33.3,24.4,1.3,10.3,12.5
2008,7,25,1,1,1,0,0,0,0.5,35,25,2.2,7.2,13.4
2008,7,26,1,1,1,0,1,0,14.7,35,24.4,3.3,14.8,24.1
2008,7,27,1,1,1,0,1,0,0.5,35,24.4,2.9,11.6,16.1
2008,7,28,0,0,0,0,0,0,0,36.1,25,2.2,5.8,12.5
2008,7,29,0,0,1,0,1,0,0,29.4,25.6,2.6,7.2,10.7
2008,7,30,1,1,1,0,0,0,3.6,32.8,25.6,3.6,10.7,13.9
2008,7,31,1,1,1,0,0,0,0.8,31.1,24.4,4.3,9.4,13.4
2008,8,1,1,1,1,0,1,0,25.7,30,23.3,2.6,13.9,18.3
2008,8,2,1,1,1,0,1,0,0,34.4,25,2.9,6.3,11.2
2008,8,3,0,0,0,0,1,0,0,33.9,23.9,3.5,8.9,12.5
2008,8,4,0,0,1,0,0,0,0,31.1,25.6,5.2,10.3,13.4
2008,8,5,0,0,0,0,0,0,0,32.8,26.1,4.2,8,12.5
2008,8,6,1,0,0,0,0,0,0,34.4,25.6,2,6.3,11.2
2008,8,7,1,1,0,0,0,0,0,34.4,25,3,7.2,13.9
2008,8,8,1,1,1,0,1,0,4.1,28.3,23.3,3.6,11.2,17.4
2008,8,9,1,0,0,0,0,0,0,32.8,22.8,2.2,5.4,10.7
2008,8,10,1,1,1,0,1,0,0,33.9,24.4,2.6,10.3,12.5
2008,8,11,1,0,1,0,1,0,22.1,32.2,23.9,2.6,11.6,14.3
2008,8,12,1,1,1,0,0,0,1.3,31.7,25,5.6,11.6,14.3
2008,8,13,1,1,1,0,1,0,54.9,28.9,23.9,3.5,8,13
2008,8,14,1,1,0,0,0,0,0,33.3,22.8,1.8,5.4,NA
2008,8,15,1,1,1,0,0,0,0.3,32.2,23.9,1.6,7.6,11.2
2008,8,16,1,1,1,0,1,0,23.1,28.3,22.8,1.8,9.4,13.4
2008,8,17,1,1,1,0,1,0,0.3,31.7,23.3,1.3,7.6,10.3
2008,8,18,1,1,0,0,0,0,0,31.1,22.2,1.7,4.5,7.6
2008,8,19,1,1,1,0,0,1,7.1,29.4,24.4,1.8,6.7,10.3
2008,8,20,1,1,0,0,0,0,0,32.2,23.9,1.1,6.7,11.6
2008,8,21,0,0,0,0,0,0,0,33.3,25,1.2,4.5,8
2008,8,22,1,1,1,0,0,0,0,33.9,24.4,2.4,6.3,11.6
2008,8,23,0,0,0,0,0,0,0,32.8,25,5.7,9.4,11.6
2008,8,24,1,1,1,0,0,0,37.1,25.6,22.2,7.2,13.9,17.9
2008,8,25,1,1,1,0,1,0,0,30.6,23.9,5,8.9,15.6
2008,8,26,0,1,0,0,0,0,0,32.2,22.8,3,7.6,9.4
2008,8,27,0,0,0,0,0,0,0,33.3,24.4,1.6,5.8,9.8
2008,8,28,1,1,0,0,0,0,0,34.4,23.9,1.9,4,9.8
2008,8,29,1,1,1,0,0,0,2.3,33.9,25.6,2.4,6.3,10.3
2008,8,30,1,1,1,0,0,0,0,33.9,25,3,6.7,10.7
2008,8,31,1,1,1,0,1,0,5.1,31.7,23.3,5.3,12.5,16.1
2008,9,1,1,1,1,0,0,0,61,26.7,25.6,13.2,20.1,28.2
2008,9,2,1,1,1,0,0,0,83.6,30.6,26.1,8.8,12.5,17
2008,9,3,0,0,1,0,0,0,0,30,25.6,6,9.4,11.6
2008,9,4,1,1,1,0,0,0,7.9,30.6,24.4,4,9.8,13.4
2008,9,5,1,0,0,0,0,0,0,29.4,23.3,3.4,11.2,13
2008,9,6,0,0,0,0,0,0,0,28.3,22.8,2.5,4.5,6.3
2008,9,7,0,0,0,0,0,0,0,31.1,22.2,1.7,5.4,13.9
2008,9,8,0,0,0,0,0,0,0,33.3,25,2.2,8.9,10.3
2008,9,9,1,1,0,0,1,0,0,32.2,24.4,2.6,7.6,9.8
2008,9,10,0,0,0,0,0,0,0,33.3,24.4,4.4,8.9,12.5
2008,9,11,1,1,1,0,0,0,8.1,32.2,23.9,8.1,14.3,20.1
2008,9,12,1,1,1,0,0,0,31.2,30.6,22.8,10.9,17.9,25.9
2008,9,13,0,0,0,0,0,0,0,30,27.2,9,13.4,17.9
2008,9,14,1,1,1,0,1,0,9.9,32.2,24.4,5.1,9.4,13
2008,9,15,1,1,1,0,0,0,8.1,25.6,22.2,4.2,9.4,13
2008,9,16,0,0,0,0,0,0,0,26.7,21.1,4.3,7.2,8.9
2008,9,17,0,0,0,0,0,0,0,27.2,21.1,3.8,7.2,8
2008,9,18,1,1,0,0,0,0,0,29.4,21.7,2.6,6.3,8.9
2008,9,19,1,1,1,0,0,0,3.3,25,21.1,1.5,4.5,8.9
2008,9,20,1,1,1,0,1,0,70.6,28.9,21.1,3.6,10.7,13.9
2008,9,21,0,0,0,0,0,0,0,29.4,21.7,4.1,7.6,9.4
2008,9,22,0,1,0,0,0,0,0,29.4,22.8,3.8,7.2,22.8
2008,9,23,0,0,0,0,0,0,0,30.6,23.9,3.8,7.6,NA
2008,9,24,0,1,0,0,0,0,0,28.3,22.8,4.9,9.4,12.5
2008,9,25,0,1,0,0,0,0,0,27.2,20.6,4.1,7.2,8.9
2008,9,26,1,1,0,0,0,0,0,29.4,16.1,1.5,5.4,11.6
2008,9,27,1,1,0,0,0,0,0,28.9,17.2,1.3,5.8,8.9
2008,9,28,1,1,0,0,0,0,0,30,18.3,1.5,4.5,6.3
2008,9,29,1,1,0,0,0,0,0,31.1,20.6,1.8,5.8,7.6
2008,9,30,1,1,0,0,0,0,0,30.6,20.6,3.2,7.2,9.4
2008,10,1,0,0,0,0,0,0,0,26.7,20,4.7,7.2,9.8
2008,10,2,0,0,0,0,0,0,0,27.8,16.7,2.6,5.4,6.3
2008,10,3,0,0,0,0,0,0,0,28.9,17.8,2.8,6.3,8
2008,10,4,0,0,0,0,0,0,0,28.9,17.8,1.4,5.8,7.6
2008,10,5,0,0,1,0,0,0,0,29.4,17.8,3.4,8,11.2
2008,10,6,0,0,1,0,0,0,1,31.1,23.3,3.5,6.7,9.8
2008,10,7,1,1,1,0,1,0,41.9,29.4,23.3,3.1,8.9,13.4
2008,10,8,0,0,0,0,0,0,0,26.1,18.9,4.3,7.6,10.3
2008,10,9,0,0,0,0,0,0,0,25,18.9,3.2,7.2,9.4
2008,10,10,0,0,0,0,0,0,0,28.3,17.2,1.4,4.5,7.2
2008,10,11,0,0,0,0,0,0,0,28.9,18.9,3.6,7.6,10.7
2008,10,12,0,0,0,0,0,0,0,27.8,22.2,4.7,7.6,9.8
2008,10,13,0,0,1,0,0,0,0,28.9,22.8,5,8,15.6
2008,10,14,0,0,0,0,0,0,0,28.9,23.3,4.7,8,11.6
2008,10,15,0,0,0,0,0,0,0,30.6,23.3,3.4,9.8,13.9
2008,10,16,0,0,0,0,0,0,0,30,19.4,2.1,4.5,NA
2008,10,17,0,0,1,0,0,0,0,27.2,18.9,3.8,8,9.8
2008,10,18,0,0,0,0,0,0,0,24.4,16.7,5.9,8.9,10.3
2008,10,19,0,0,0,0,0,0,0,22.8,13.3,3.1,7.6,10.3
2008,10,20,0,0,0,0,0,0,0,25.6,12.8,2.5,6.7,8
2008,10,21,0,0,0,0,0,0,0,25.6,13.3,2,6.3,8
2008,10,22,0,0,0,0,0,0,0,25.6,13.9,3.2,7.6,11.6
2008,10,23,1,1,1,0,0,0,2,23.9,17.8,3.8,8.9,10.7
2008,10,24,1,1,1,0,0,0,0.3,22.8,13.3,3.3,7.2,8.9
2008,10,25,1,0,0,0,0,0,0,25,11.1,1,4.5,5.8
2008,10,26,1,1,0,0,0,0,0,26.7,12.8,1.8,5.4,7.2
2008,10,27,0,0,0,0,0,0,0,20,10.6,7.7,14.3,18.3
2008,10,28,0,0,0,0,0,0,0,16.7,8.9,4.7,9.8,13.4
2008,10,29,0,0,0,0,0,0,0,17.8,6.7,2,5.4,8.9
2008,10,30,0,0,0,0,0,0,0,21.7,8.3,1.5,5.8,8
2008,10,31,0,0,0,0,0,0,0,23.3,8.9,2.4,6.7,7.6
2008,11,1,1,1,0,0,0,0,0,23.3,10,1.9,5.8,6.7
2008,11,2,1,1,0,0,0,0,0,23.3,8.3,2.2,5.4,7.6
2008,11,3,0,0,0,0,0,0,0,25.6,11.1,2.4,8,10.3
2008,11,4,1,1,0,0,0,0,0,25.6,11.7,2.7,5.4,6.3
2008,11,5,1,1,0,0,0,0,0,25.6,11.7,2.4,5.4,6.7
2008,11,6,0,0,0,0,0,0,0,27.2,17.2,4.7,7.6,9.8
2008,11,7,1,1,1,0,1,0,6.4,22.2,11.7,3.6,9.8,13
2008,11,8,0,0,0,0,0,0,0,24.4,8.3,2.7,7.6,9.4
2008,11,9,0,0,0,0,0,0,0,20.6,8.9,1.8,5.8,7.2
2008,11,10,0,0,0,0,0,0,0,20.6,11.1,3.1,6.3,8.9
2008,11,11,0,0,0,0,0,0,0,25.6,12.2,3.8,9.4,11.6
2008,11,12,0,0,1,0,0,0,3.3,25.6,17.8,3.6,8.9,11.6
2008,11,13,1,0,0,0,0,0,0,22.8,16.1,1.5,4.5,5.8
2008,11,14,1,1,1,0,1,0,5.6,26.1,16.7,3.1,7.6,9.4
2008,11,15,0,0,1,0,0,0,0,20,9.4,7.5,13,19.2
2008,11,16,0,0,0,0,0,0,0,12.8,5.6,3.9,8,10.7
2008,11,17,0,0,0,0,0,0,0,20,4.4,1.5,5.4,6.3
2008,11,18,1,1,0,0,0,0,0,15.6,8.3,4.7,8.9,10.7
2008,11,19,0,0,0,0,0,0,0,17.8,3.3,2,5.4,7.6
2008,11,20,0,0,0,0,0,0,0,23.9,7.2,1.8,8.9,11.2
2008,11,21,0,0,0,0,0,0,0,15,6.7,7,11.6,14.8
2008,11,22,0,0,0,0,0,0,0,17.2,6.1,3.7,6.7,9.8
2008,11,23,0,0,0,0,0,0,0,22.2,11.7,3.4,6.7,9.4
2008,11,24,1,1,1,0,0,0,0.3,22.2,13.3,3.1,9.8,11.6
2008,11,25,0,0,0,0,0,0,0,17.2,7.2,3.3,7.6,9.4
2008,11,26,0,0,0,0,0,0,0,19.4,4.4,1.5,4,5.8
2008,11,27,1,1,1,0,0,0,0.5,26.1,13.3,2.5,6.3,11.2
2008,11,28,1,1,1,0,0,0,2.3,23.3,16.7,4.2,9.4,11.2
2008,11,29,1,1,1,0,1,0,26.4,22.8,15.6,2.9,14.8,17
2008,11,30,1,1,1,0,0,0,0.3,17.2,8.9,6.4,13.4,16.1
2008,12,1,0,0,0,0,0,0,0,14.4,5.6,5.3,12.5,16.5
2008,12,2,0,0,0,0,0,0,0,13.3,0.6,2.6,6.7,8
2008,12,3,0,0,0,0,0,0,0,23.3,8.3,4.6,9.8,13
2008,12,4,1,1,1,0,0,0,2.5,17.8,7.8,5.4,9.8,11.6
2008,12,5,0,0,0,0,0,0,0,13.9,4.4,5.9,10.3,12.5
2008,12,6,0,0,0,0,0,0,0,15.6,6.1,2.5,6.3,7.6
2008,12,7,0,0,0,0,0,0,0,15.6,3.3,2.2,7.2,8.9
2008,12,8,0,0,0,0,0,0,0,21.7,3.9,3.6,7.6,9.8
2008,12,9,1,1,1,0,0,0,3.6,25.6,17.8,7,12.5,17
2008,12,10,1,1,1,0,0,0,27.7,21.7,6.7,6.1,9.8,12.5
2008,12,11,1,1,1,1,0,0,12.2,7.2,0.6,6.6,11.2,14.3
2008,12,12,0,0,0,0,0,0,0,13.3,3.3,2.5,9.4,11.2
2008,12,13,0,0,0,0,0,0,0,17.2,3.3,4.2,8.9,11.2
2008,12,14,0,0,1,0,0,0,0,22.8,14.4,4.4,8,11.2
2008,12,15,1,1,1,0,0,0,3.6,22.2,17.8,2.2,5.4,6.3
2008,12,16,1,1,1,0,0,0,0.3,20.6,11.7,1.9,5.4,6.7
2008,12,17,1,1,0,0,0,0,0,25.6,17.8,2.1,6.3,7.2
2008,12,18,1,1,0,0,0,0,0,26.1,18.9,2.8,5.8,7.2
2008,12,19,1,1,0,0,0,0,0,26.7,17.2,2.5,5.8,7.2
2008,12,20,1,1,1,0,0,0,0,25,18.3,3.6,7.6,9.4
2008,12,21,1,1,1,0,0,0,1.5,21.1,5,7.4,12.5,16.5
2008,12,22,0,0,0,0,0,0,0,7.2,0.6,6.1,10.7,13.4
2008,12,23,1,1,0,0,0,0,0,22.2,6.1,4.7,9.8,12.5
2008,12,24,1,1,0,0,0,0,0,27.2,18.9,5.3,13,16.5
2008,12,25,1,1,0,0,0,0,0,26.1,19.4,2.5,5.8,6.7
2008,12,26,1,1,0,0,0,0,0,26.7,19.4,4.7,9.8,11.6
2008,12,27,1,1,0,0,0,0,0,26.7,20,5.8,12.5,17.4
2008,12,28,1,1,1,0,0,0,4.8,20.6,12.2,4.1,10.3,13.4
2008,12,29,1,1,1,0,0,0,0,18.3,10,3.1,6.3,10.3
2008,12,30,1,1,0,0,0,0,0,21.1,5.6,1.5,4,5.8
2008,12,31,1,1,0,0,0,0,0,17.2,10,4.9,9.4,10.7
