"Year","Month","Day","DayOfWeek","Flights","Cancelled","Diverted","Delayed"
2000,6,2,5,143,4,0,26
2000,6,3,6,126,1,0,26
2000,6,4,7,136,1,0,40
2000,6,5,1,141,1,0,34
2000,6,6,2,143,2,0,20
2000,6,7,3,143,2,0,17
2000,6,8,4,142,0,0,16
2000,6,9,5,142,0,0,44
2000,6,10,6,123,2,0,19
2000,6,11,7,136,1,1,40
2000,6,12,1,144,5,0,34
2000,6,13,2,144,5,0,37
2000,6,14,3,144,8,0,52
2000,6,15,4,144,8,0,53
2000,6,16,5,144,4,2,63
2000,6,17,6,131,2,0,54
2000,6,18,7,137,1,0,44
2000,6,19,1,144,2,1,41
2000,6,20,2,144,5,0,41
2000,6,21,3,144,3,0,32
2000,6,22,4,144,0,0,43
2000,6,23,5,144,0,0,45
2000,6,24,6,132,1,1,29
2000,6,25,7,137,2,2,33
2000,6,26,1,144,2,1,42
2000,6,27,2,144,4,0,35
2000,6,28,3,143,3,0,33
2000,6,29,4,144,1,0,57
2000,6,30,5,144,1,0,69
2000,7,1,6,130,0,0,40
2000,7,2,7,123,0,0,16
2000,7,3,1,125,0,0,12
2000,7,4,2,136,0,0,9
2000,7,5,3,143,0,0,19
2000,7,6,4,144,1,0,18
2000,7,7,5,143,0,0,13
2000,7,8,6,132,1,0,20
2000,7,9,7,137,1,0,32
2000,7,10,1,144,3,0,37
2000,7,11,2,144,1,0,34
2000,7,12,3,144,2,0,21
2000,7,13,4,144,2,0,24
2000,7,14,5,144,6,0,44
2000,7,15,6,131,2,1,37
2000,7,16,7,137,6,0,32
2000,7,17,1,144,3,0,21
2000,7,18,2,144,3,0,17
2000,7,19,3,144,2,0,29
2000,7,20,4,144,0,0,28
2000,7,21,5,144,0,1,35
2000,7,22,6,132,1,1,31
2000,7,23,7,137,1,1,53
2000,7,24,1,144,0,0,26
2000,7,25,2,144,1,0,24
2000,7,26,3,144,2,0,38
2000,7,27,4,144,2,0,42
2000,7,28,5,144,4,0,63
2000,7,29,6,131,0,0,50
2000,7,30,7,137,3,0,42
2000,7,31,1,144,3,1,53
2000,8,1,2,144,3,1,38
2000,8,2,3,144,5,1,37
2000,8,3,4,144,5,0,33
2000,8,4,5,144,2,0,46
2000,8,5,6,132,1,1,28
2000,8,6,7,139,4,0,43
2000,8,7,1,146,1,4,45
2000,8,8,2,146,4,0,33
2000,8,9,3,146,0,1,36
2000,8,10,4,146,2,1,49
2000,8,11,5,146,2,0,39
2000,8,12,6,134,1,0,26
2000,8,13,7,139,0,0,28
2000,8,14,1,146,0,0,22
2000,8,15,2,146,1,0,15
2000,8,16,3,146,2,0,16
2000,8,17,4,146,3,0,40
2000,8,18,5,146,0,0,20
2000,8,19,6,134,0,0,23
2000,8,20,7,139,0,0,38
2000,8,21,1,146,2,0,19
2000,8,22,2,146,1,0,31
2000,8,23,3,145,1,0,34
2000,8,24,4,146,1,0,47
2000,8,25,5,146,1,0,26
2000,8,26,6,134,1,0,18
2000,8,27,7,139,3,0,27
2000,8,28,1,146,1,0,13
2000,8,29,2,146,2,0,7
2000,8,30,3,146,1,0,16
2000,8,31,4,146,1,1,44
2000,9,1,5,146,1,1,47
2000,9,2,6,122,2,0,9
2000,9,3,7,123,0,0,16
2000,9,4,1,139,1,0,13
2000,9,5,2,146,1,0,19
2000,9,6,3,147,2,0,19
2000,9,7,4,147,0,0,25
2000,9,8,5,146,1,0,31
2000,9,9,6,134,0,0,19
2000,9,10,7,142,0,0,34
2000,9,11,1,147,7,0,36
2000,9,12,2,147,4,0,42
2000,9,13,3,147,2,0,33
2000,9,14,4,147,1,0,27
2000,9,15,5,147,1,0,27
2000,9,16,6,131,1,0,5
2000,9,17,7,141,1,0,14
2000,9,18,1,147,0,0,13
2000,9,19,2,147,2,0,21
2000,9,20,3,147,0,0,21
2000,9,21,4,147,1,0,48
2000,9,22,5,147,1,0,43
2000,9,23,6,132,1,0,16
2000,9,24,7,141,0,0,46
2000,9,25,1,147,1,0,48
2000,9,26,2,147,1,1,13
2000,9,27,3,147,0,0,9
2000,9,28,4,147,0,0,12
2000,9,29,5,146,1,0,20
2000,9,30,6,132,0,0,9
2000,10,1,7,142,3,0,21
2000,10,2,1,148,0,0,8
2000,10,3,2,148,3,0,9
2000,10,4,3,148,1,1,33
2000,10,5,4,148,0,0,40
2000,10,6,5,148,0,3,77
2000,10,7,6,132,0,0,21
2000,10,8,7,141,0,0,38
2000,10,9,1,147,1,0,14
2000,10,10,2,148,0,1,25
2000,10,11,3,148,1,0,15
2000,10,12,4,148,0,0,16
2000,10,13,5,148,0,0,12
2000,10,14,6,132,0,0,9
2000,10,15,7,142,3,0,28
2000,10,16,1,148,0,1,34
2000,10,17,2,148,1,0,28
2000,10,18,3,148,0,0,19
2000,10,19,4,148,0,0,36
2000,10,20,5,148,0,0,24
2000,10,21,6,133,0,0,27
2000,10,22,7,142,0,0,37
2000,10,23,1,148,0,0,22
2000,10,24,2,148,1,0,17
2000,10,25,3,148,1,0,17
2000,10,26,4,148,2,0,33
2000,10,27,5,148,1,0,30
2000,10,28,6,132,0,0,18
2000,10,29,7,143,0,0,24
2000,10,30,1,147,0,0,6
2000,10,31,2,147,2,1,26
2000,11,1,3,147,1,0,37
2000,11,2,4,147,0,0,37
2000,11,3,5,148,0,0,40
2000,11,4,6,136,1,0,22
2000,11,5,7,144,4,0,36
2000,11,6,1,147,2,1,47
2000,11,7,2,147,5,0,34
2000,11,8,3,146,7,1,68
2000,11,9,4,148,0,1,54
2000,11,10,5,148,0,1,31
2000,11,11,6,138,0,0,17
2000,11,12,7,143,5,0,44
2000,11,13,1,147,1,0,36
2000,11,14,2,147,3,0,17
2000,11,15,3,146,0,0,18
2000,11,16,4,147,0,0,72
2000,11,17,5,148,0,0,64
2000,11,18,6,135,1,0,59
2000,11,19,7,144,0,0,43
2000,11,20,1,147,2,0,36
2000,11,21,2,147,0,0,34
2000,11,22,3,147,0,0,25
2000,11,23,4,113,0,0,10
2000,11,24,5,120,0,0,18
2000,11,25,6,129,1,0,33
2000,11,26,7,144,0,1,47
2000,11,27,1,147,0,0,28
2000,11,28,2,147,0,0,20
2000,11,29,3,146,3,0,19
2000,11,30,4,146,0,2,18
2000,12,1,5,149,1,0,23
2000,12,2,6,137,3,0,18
2000,12,3,7,146,0,0,23
2000,12,4,1,149,2,0,10
2000,12,5,2,149,1,0,14
2000,12,6,3,149,1,0,20
2000,12,7,4,148,2,0,24
2000,12,8,5,149,3,0,21
2000,12,9,6,136,2,0,12
2000,12,10,7,145,0,0,19
2000,12,11,1,149,11,0,27
2000,12,12,2,149,8,0,42
2000,12,13,3,149,20,1,56
2000,12,14,4,148,4,0,61
2000,12,15,5,145,24,11,47
2000,12,16,6,134,7,1,80
2000,12,17,7,141,8,0,44
2000,12,18,1,145,8,0,44
2000,12,19,2,145,4,0,47
2000,12,20,3,145,2,0,44
2000,12,21,4,145,5,1,97
2000,12,22,5,145,0,0,70
2000,12,23,6,130,2,0,43
2000,12,24,7,112,0,0,20
2000,12,25,1,113,5,0,21
2000,12,26,2,138,7,0,62
2000,12,27,3,141,1,2,90
2000,12,28,4,144,0,0,61
2000,12,29,5,143,4,0,63
2000,12,30,6,131,8,1,59
2000,12,31,7,121,4,0,39
1999,1,1,5,119,1,0,23
1999,1,2,6,130,18,0,57
1999,1,3,7,131,6,0,75
1999,1,4,1,140,5,0,73
1999,1,5,2,140,5,0,38
1999,1,6,3,139,4,0,35
1999,1,7,4,140,6,0,32
1999,1,8,5,140,4,0,56
1999,1,9,6,127,5,0,48
1999,1,10,7,129,1,0,15
1999,1,11,1,140,2,0,19
1999,1,12,2,140,2,0,11
1999,1,13,3,139,2,0,36
1999,1,14,4,140,8,2,56
1999,1,15,5,140,7,0,32
1999,1,16,6,124,2,0,17
1999,1,17,7,131,0,0,14
1999,1,18,1,140,1,0,24
1999,1,19,2,140,6,0,10
1999,1,20,3,139,2,0,15
1999,1,21,4,140,3,1,40
1999,1,22,5,140,5,6,63
1999,1,23,6,124,6,0,37
1999,1,24,7,132,0,0,8
1999,1,25,1,142,0,0,13
1999,1,26,2,140,3,0,13
1999,1,27,3,139,1,0,11
1999,1,28,4,142,1,1,23
1999,1,29,5,141,0,0,34
1999,1,30,6,124,2,0,14
1999,1,31,7,132,1,0,12
1999,2,1,1,141,1,0,20
1999,2,2,2,141,2,0,20
1999,2,3,3,140,1,0,14
1999,2,4,4,141,1,0,7
1999,2,5,5,141,0,0,16
1999,2,6,6,125,0,0,11
1999,2,7,7,132,0,1,25
1999,2,8,1,141,5,0,16
1999,2,9,2,141,2,0,13
1999,2,10,3,140,6,0,11
1999,2,11,4,141,7,0,38
1999,2,12,5,141,5,0,61
1999,2,13,6,126,5,0,12
1999,2,14,7,134,5,1,8
1999,2,15,1,141,2,0,5
1999,2,16,2,141,0,0,9
1999,2,17,3,140,0,0,23
1999,2,18,4,141,1,0,33
1999,2,19,5,141,1,0,19
1999,2,20,6,126,0,0,8
1999,2,21,7,133,2,0,11
1999,2,22,1,141,1,0,15
1999,2,23,2,141,2,0,24
1999,2,24,3,140,0,0,10
1999,2,25,4,141,1,0,21
1999,2,26,5,141,0,0,13
1999,2,27,6,126,0,0,28
1999,2,28,7,134,1,0,13
1999,3,1,1,141,0,0,9
1999,3,2,2,141,1,0,18
1999,3,3,3,140,0,0,30
1999,3,4,4,141,3,0,11
1999,3,5,5,141,1,1,31
1999,3,6,6,127,0,0,28
1999,3,7,7,134,0,0,16
1999,3,8,1,141,7,0,37
1999,3,9,2,141,6,0,25
1999,3,10,3,140,0,0,17
1999,3,11,4,141,1,0,25
1999,3,12,5,141,2,0,44
1999,3,13,6,127,3,1,56
1999,3,14,7,134,5,0,50
1999,3,15,1,141,3,0,20
1999,3,16,2,141,3,0,13
1999,3,17,3,140,2,0,17
1999,3,18,4,141,0,0,27
1999,3,19,5,141,0,0,31
1999,3,20,6,127,0,0,8
1999,3,21,7,134,1,0,18
1999,3,22,1,141,2,0,7
1999,3,23,2,141,0,0,7
1999,3,24,3,140,0,0,14
1999,3,25,4,141,0,0,24
1999,3,26,5,141,0,0,21
1999,3,27,6,127,0,0,22
1999,3,28,7,134,0,0,12
1999,3,29,1,141,0,0,17
1999,3,30,2,141,4,0,13
1999,3,31,3,140,0,0,17
1999,4,1,4,141,0,0,21
1999,4,2,5,141,1,0,29
1999,4,3,6,128,4,0,39
1999,4,4,7,132,0,0,26
1999,4,5,1,139,0,0,34
1999,4,6,2,139,0,0,19
1999,4,7,3,138,1,0,9
1999,4,8,4,139,1,0,22
1999,4,9,5,139,1,0,52
1999,4,10,6,127,1,0,19
1999,4,11,7,132,0,0,46
1999,4,12,1,139,1,0,21
1999,4,13,2,139,0,0,20
1999,4,14,3,138,0,0,35
1999,4,15,4,139,0,0,44
1999,4,16,5,139,0,0,61
1999,4,17,6,127,0,0,34
1999,4,18,7,132,1,0,16
1999,4,19,1,139,0,0,4
1999,4,20,2,139,1,0,9
1999,4,21,3,138,0,0,15
1999,4,22,4,139,4,0,38
1999,4,23,5,139,1,1,47
1999,4,24,6,127,0,0,20
1999,4,25,7,132,1,0,16
1999,4,26,1,139,3,0,47
1999,4,27,2,139,0,0,26
1999,4,28,3,137,0,0,32
1999,4,29,4,138,0,0,38
1999,4,30,5,138,0,0,15
1999,5,1,6,126,0,0,6
1999,5,2,7,132,2,0,26
1999,5,3,1,139,0,0,10
1999,5,4,2,139,3,0,28
1999,5,5,3,137,3,0,38
1999,5,6,4,138,2,0,38
1999,5,7,5,138,1,0,42
1999,5,8,6,124,2,0,12
1999,5,9,7,133,0,0,15
1999,5,10,1,138,9,1,57
1999,5,11,2,138,0,0,15
1999,5,12,3,137,4,0,42
1999,5,13,4,138,0,0,33
1999,5,14,5,138,0,0,28
1999,5,15,6,124,0,0,13
1999,5,16,7,132,0,0,25
1999,5,17,1,137,6,0,32
1999,5,18,2,138,3,0,28
1999,5,19,3,137,5,0,18
1999,5,20,4,138,1,0,19
1999,5,21,5,138,0,0,17
1999,5,22,6,124,0,0,11
1999,5,23,7,133,0,0,39
1999,5,24,1,138,3,0,32
1999,5,25,2,138,2,0,24
1999,5,26,3,137,3,0,33
1999,5,27,4,138,0,0,25
1999,5,28,5,138,0,0,26
1999,5,29,6,123,0,0,15
1999,5,30,7,120,0,0,15
1999,5,31,1,131,0,0,14
1999,6,1,2,137,1,0,17
1999,6,2,3,136,0,0,22
1999,6,3,4,137,0,0,21
1999,6,4,5,137,0,0,27
1999,6,5,6,121,0,0,16
1999,6,6,7,134,1,0,29
1999,6,7,1,137,1,0,26
1999,6,8,2,137,1,0,22
1999,6,9,3,136,2,0,32
1999,6,10,4,136,0,1,56
1999,6,11,5,134,2,0,66
1999,6,12,6,124,2,0,52
1999,6,13,7,132,0,0,60
1999,6,14,1,136,3,0,49
1999,6,15,2,136,3,0,32
1999,6,16,3,136,3,0,44
1999,6,17,4,136,1,0,27
1999,6,18,5,135,1,0,17
1999,6,19,6,124,0,0,14
1999,6,20,7,132,0,1,25
1999,6,21,1,136,0,0,17
1999,6,22,2,135,6,0,36
1999,6,23,3,136,0,1,29
1999,6,24,4,136,0,0,62
1999,6,25,5,135,3,3,72
1999,6,26,6,124,1,3,49
1999,6,27,7,132,0,0,28
1999,6,28,1,136,1,0,46
1999,6,29,2,136,1,0,46
1999,6,30,3,136,0,0,39
1999,7,1,4,136,3,0,58
1999,7,2,5,135,0,0,47
1999,7,3,6,121,0,1,26
1999,7,4,7,117,0,0,17
1999,7,5,1,136,1,1,26
1999,7,6,2,136,2,0,51
1999,7,7,3,136,4,0,32
1999,7,8,4,136,1,0,23
1999,7,9,5,135,1,0,43
1999,7,10,6,124,3,2,33
1999,7,11,7,133,0,0,39
1999,7,12,1,136,0,2,37
1999,7,13,2,136,3,3,18
1999,7,14,3,136,2,0,19
1999,7,15,4,136,4,1,33
1999,7,16,5,135,1,0,35
1999,7,17,6,124,1,2,37
1999,7,18,7,133,2,0,48
1999,7,19,1,136,5,0,29
1999,7,20,2,136,2,0,23
1999,7,21,3,135,1,0,35
1999,7,22,4,135,1,0,45
1999,7,23,5,137,2,1,55
1999,7,24,6,124,1,1,48
1999,7,25,7,133,1,0,33
1999,7,26,1,135,0,0,36
1999,7,27,2,136,4,0,25
1999,7,28,3,136,4,0,46
1999,7,29,4,135,5,0,31
1999,7,30,5,135,3,0,33
1999,7,31,6,125,5,0,28
1999,8,1,7,132,0,0,36
1999,8,2,1,135,6,1,29
1999,8,3,2,136,3,0,28
1999,8,4,3,136,1,0,24
1999,8,5,4,137,1,0,30
1999,8,6,5,137,1,0,27
1999,8,7,6,126,1,0,30
1999,8,8,7,135,1,0,31
1999,8,9,1,138,3,5,46
1999,8,10,2,138,3,0,22
1999,8,11,3,137,2,0,27
1999,8,12,4,138,2,0,28
1999,8,13,5,137,0,0,36
1999,8,14,6,127,0,1,34
1999,8,15,7,135,0,0,27
1999,8,16,1,138,1,2,25
1999,8,17,2,138,1,0,16
1999,8,18,3,138,1,0,20
1999,8,19,4,138,0,1,32
1999,8,20,5,137,0,0,40
1999,8,21,6,127,1,0,22
1999,8,22,7,135,1,0,21
1999,8,23,1,138,2,0,14
1999,8,24,2,138,2,1,36
1999,8,25,3,138,2,1,21
1999,8,26,4,138,5,0,23
1999,8,27,5,137,1,0,43
1999,8,28,6,127,0,0,12
1999,8,29,7,135,0,0,30
1999,8,30,1,136,1,0,17
1999,8,31,2,137,4,0,19
1999,9,1,3,136,0,0,19
1999,9,2,4,138,0,0,10
1999,9,3,5,136,0,1,25
1999,9,4,6,122,0,0,13
1999,9,5,7,121,1,0,11
1999,9,6,1,135,0,5,23
1999,9,7,2,139,1,0,25
1999,9,8,3,138,2,4,30
1999,9,9,4,139,5,0,20
1999,9,10,5,138,0,0,16
1999,9,11,6,129,0,0,7
1999,9,12,7,135,0,0,21
1999,9,13,1,138,1,0,12
1999,9,14,2,139,5,0,12
1999,9,15,3,138,11,0,19
1999,9,16,4,139,8,0,23
1999,9,17,5,138,2,0,22
1999,9,18,6,129,1,0,9
1999,9,19,7,136,0,1,16
1999,9,20,1,137,1,0,22
1999,9,21,2,138,3,0,20
1999,9,22,3,138,0,0,12
1999,9,23,4,137,0,0,8
1999,9,24,5,139,0,0,21
1999,9,25,6,128,0,0,17
1999,9,26,7,136,1,0,22
1999,9,27,1,138,2,2,34
1999,9,28,2,138,0,0,26
1999,9,29,3,139,1,0,45
1999,9,30,4,138,0,0,26
1999,10,1,5,139,0,0,18
1999,10,2,6,130,1,0,14
1999,10,3,7,135,0,10,56
1999,10,4,1,139,2,1,41
1999,10,5,2,139,2,0,7
1999,10,6,3,139,2,1,20
1999,10,7,4,139,0,0,20
1999,10,8,5,139,0,0,58
1999,10,9,6,131,0,1,37
1999,10,10,7,135,0,0,32
1999,10,11,1,139,0,0,14
1999,10,12,2,139,1,0,14
1999,10,13,3,139,1,4,53
1999,10,14,4,139,0,0,37
1999,10,15,5,139,3,0,32
1999,10,16,6,131,3,0,13
1999,10,17,7,135,0,0,37
1999,10,18,1,139,1,0,31
1999,10,19,2,139,2,0,44
1999,10,20,3,139,0,0,51
1999,10,21,4,139,0,0,20
1999,10,22,5,139,0,0,30
1999,10,23,6,131,0,0,17
1999,10,24,7,135,0,0,10
1999,10,25,1,139,0,0,14
1999,10,26,2,139,0,0,5
1999,10,27,3,139,0,0,15
1999,10,28,4,139,0,0,17
1999,10,29,5,139,0,0,22
1999,10,30,6,130,0,0,26
1999,10,31,7,134,1,0,19
1999,11,1,1,139,1,0,25
1999,11,2,2,139,1,0,45
1999,11,3,3,139,0,0,20
1999,11,4,4,139,0,0,32
1999,11,5,5,139,0,0,25
1999,11,6,6,122,0,0,8
1999,11,7,7,134,0,0,12
1999,11,8,1,139,0,0,12
1999,11,9,2,139,0,0,15
1999,11,10,3,139,0,1,38
1999,11,11,4,139,0,0,22
1999,11,12,5,139,0,0,20
1999,11,13,6,123,0,0,15
1999,11,14,7,134,0,0,23
1999,11,15,1,139,1,0,26
1999,11,16,2,139,0,0,11
1999,11,17,3,139,0,0,11
1999,11,18,4,139,0,0,22
1999,11,19,5,139,0,0,24
1999,11,20,6,123,0,0,13
1999,11,21,7,134,1,1,22
1999,11,22,1,139,2,0,22
1999,11,23,2,139,1,0,40
1999,11,24,3,139,0,0,27
1999,11,25,4,96,0,0,27
1999,11,26,5,107,1,0,12
1999,11,27,6,123,0,0,4
1999,11,28,7,134,0,0,9
1999,11,29,1,139,1,0,19
1999,11,30,2,139,0,0,15
1999,12,1,3,139,0,1,10
1999,12,2,4,139,0,0,16
1999,12,3,5,138,0,0,42
1999,12,4,6,122,4,1,21
1999,12,5,7,134,0,0,35
1999,12,6,1,139,0,0,11
1999,12,7,2,139,0,0,17
1999,12,8,3,139,0,0,12
1999,12,9,4,139,1,0,50
1999,12,10,5,139,1,0,37
1999,12,11,6,122,1,0,12
1999,12,12,7,134,0,0,44
1999,12,13,1,139,0,0,24
1999,12,14,2,138,2,0,25
1999,12,15,3,139,2,0,50
1999,12,16,4,139,4,0,40
1999,12,17,5,139,3,0,39
1999,12,18,6,120,1,0,36
1999,12,19,7,134,1,0,30
1999,12,20,1,139,4,0,59
1999,12,21,2,139,2,0,65
1999,12,22,3,139,0,0,58
1999,12,23,4,139,1,0,51
1999,12,24,5,118,0,0,15
1999,12,25,6,105,0,0,0
1999,12,26,7,134,1,0,15
1999,12,27,1,139,1,0,36
1999,12,28,2,138,1,0,30
1999,12,29,3,136,0,0,10
1999,12,30,4,137,0,0,10
1999,12,31,5,112,0,0,1
1998,1,1,4,122,1,0,11
1998,1,2,5,127,1,0,6
1998,1,3,6,127,1,0,24
1998,1,4,7,132,3,0,47
1998,1,5,1,137,5,1,43
1998,1,6,2,137,8,0,55
1998,1,7,3,137,1,0,45
1998,1,8,4,137,1,0,40
1998,1,9,5,137,1,0,22
1998,1,10,6,127,0,1,11
1998,1,11,7,132,2,0,25
1998,1,12,1,136,2,2,41
1998,1,13,2,137,1,0,26
1998,1,14,3,137,4,3,34
1998,1,15,4,137,3,0,60
1998,1,16,5,137,3,0,30
1998,1,17,6,126,0,0,17
1998,1,18,7,132,0,0,20
1998,1,19,1,137,1,0,16
1998,1,20,2,137,2,0,8
1998,1,21,3,137,5,0,27
1998,1,22,4,137,1,0,44
1998,1,23,5,137,1,0,49
1998,1,24,6,126,0,0,7
1998,1,25,7,132,0,0,7
1998,1,26,1,137,2,1,25
1998,1,27,2,137,1,0,8
1998,1,28,3,136,2,0,17
1998,1,29,4,137,0,0,7
1998,1,30,5,137,1,0,23
1998,1,31,6,128,0,0,8
1998,2,1,7,133,0,0,10
1998,2,2,1,138,0,0,21
1998,2,3,2,138,1,0,22
1998,2,4,3,138,4,0,30
1998,2,5,4,138,4,0,26
1998,2,6,5,138,0,0,22
1998,2,7,6,127,0,0,5
1998,2,8,7,133,1,0,13
1998,2,9,1,138,4,0,23
1998,2,10,2,138,6,2,58
1998,2,11,3,137,0,0,32
1998,2,12,4,137,0,0,19
1998,2,13,5,137,0,0,26
1998,2,14,6,127,0,1,14
1998,2,15,7,132,0,4,30
1998,2,16,1,137,1,0,50
1998,2,17,2,137,2,1,40
1998,2,18,3,137,0,0,31
1998,2,19,4,137,0,0,34
1998,2,20,5,137,0,0,26
1998,2,21,6,128,0,0,12
1998,2,22,7,132,1,0,32
1998,2,23,1,137,1,1,18
1998,2,24,2,137,5,0,16
1998,2,25,3,137,4,0,21
1998,2,26,4,137,1,0,44
1998,2,27,5,137,0,0,21
1998,2,28,6,127,0,0,26
1998,3,1,7,132,0,1,28
1998,3,2,1,137,0,0,11
1998,3,3,2,137,0,0,11
1998,3,4,3,137,1,0,7
1998,3,5,4,137,0,0,17
1998,3,6,5,137,0,4,47
1998,3,7,6,127,4,3,58
1998,3,8,7,132,0,0,54
1998,3,9,1,137,5,1,34
1998,3,10,2,137,2,0,23
1998,3,11,3,137,0,0,31
1998,3,12,4,137,0,0,13
1998,3,13,5,137,0,0,26
1998,3,14,6,127,0,1,21
1998,3,15,7,132,0,0,38
1998,3,16,1,137,4,1,56
1998,3,17,2,137,2,0,27
1998,3,18,3,137,0,0,69
1998,3,19,4,137,1,0,49
1998,3,20,5,137,3,0,41
1998,3,21,6,127,1,0,18
1998,3,22,7,132,0,0,24
1998,3,23,1,137,1,0,11
1998,3,24,2,137,1,0,5
1998,3,25,3,137,0,0,15
1998,3,26,4,136,1,0,19
1998,3,27,5,137,0,0,31
1998,3,28,6,127,1,0,12
1998,3,29,7,132,0,0,15
1998,3,30,1,137,1,1,19
1998,3,31,2,137,2,0,19
1998,4,1,3,137,0,0,24
1998,4,2,4,137,1,0,24
1998,4,3,5,137,0,0,46
1998,4,4,6,126,2,0,14
1998,4,5,7,134,1,0,10
1998,4,6,1,141,1,1,8
1998,4,7,2,141,0,0,14
1998,4,8,3,141,0,0,53
1998,4,9,4,141,1,0,56
1998,4,10,5,141,1,0,6
1998,4,11,6,130,2,0,4
1998,4,12,7,134,0,0,8
1998,4,13,1,140,0,0,22
1998,4,14,2,141,2,0,14
1998,4,15,3,141,0,0,27
1998,4,16,4,141,0,0,52
1998,4,17,5,141,0,0,65
1998,4,18,6,129,0,3,46
1998,4,19,7,134,0,0,48
1998,4,20,1,141,0,0,23
1998,4,21,2,141,0,0,29
1998,4,22,3,141,0,0,13
1998,4,23,4,141,0,0,18
1998,4,24,5,141,0,0,18
1998,4,25,6,129,0,0,13
1998,4,26,7,134,1,0,34
1998,4,27,1,141,1,1,20
1998,4,28,2,141,1,0,29
1998,4,29,3,141,0,0,39
1998,4,30,4,141,0,0,36
1998,5,1,5,141,1,0,33
1998,5,2,6,129,0,0,13
1998,5,3,7,133,1,0,22
1998,5,4,1,141,1,0,12
1998,5,5,2,141,0,0,15
1998,5,6,3,141,0,0,42
1998,5,7,4,141,2,0,44
1998,5,8,5,141,0,0,44
1998,5,9,6,129,0,0,15
1998,5,10,7,133,1,0,15
1998,5,11,1,141,1,0,12
1998,5,12,2,141,2,0,10
1998,5,13,3,141,0,1,12
1998,5,14,4,141,2,1,30
1998,5,15,5,141,0,0,38
1998,5,16,6,129,1,0,15
1998,5,17,7,133,1,0,17
1998,5,18,1,141,1,0,16
1998,5,19,2,141,5,0,15
1998,5,20,3,141,0,0,22
1998,5,21,4,141,1,0,35
1998,5,22,5,141,0,1,40
1998,5,23,6,127,0,0,12
1998,5,24,7,123,0,0,5
1998,5,25,1,135,0,0,9
1998,5,26,2,141,1,0,14
1998,5,27,3,141,0,1,22
1998,5,28,4,141,2,0,25
1998,5,29,5,141,0,0,29
1998,5,30,6,129,0,0,20
1998,5,31,7,132,0,0,24
1998,6,1,1,139,0,0,12
1998,6,2,2,139,3,0,10
1998,6,3,3,139,2,0,22
1998,6,4,4,139,1,0,42
1998,6,5,5,139,1,4,48
1998,6,6,6,129,2,0,20
1998,6,7,7,131,1,0,16
1998,6,8,1,139,0,0,10
1998,6,9,2,139,1,0,11
1998,6,10,3,139,1,0,26
1998,6,11,4,139,3,0,45
1998,6,12,5,139,0,0,35
1998,6,13,6,130,1,0,35
1998,6,14,7,132,2,0,26
1998,6,15,1,139,3,1,48
1998,6,16,2,139,3,1,34
1998,6,17,3,139,2,0,17
1998,6,18,4,139,0,1,36
1998,6,19,5,139,0,0,42
1998,6,20,6,131,0,0,35
1998,6,21,7,132,0,1,13
1998,6,22,1,139,2,0,29
1998,6,23,2,139,0,0,25
1998,6,24,3,139,1,0,21
1998,6,25,4,139,3,1,28
1998,6,26,5,139,2,1,41
1998,6,27,6,131,3,0,29
1998,6,28,7,132,3,0,27
1998,6,29,1,139,1,0,23
1998,6,30,2,139,3,0,40
1998,7,1,3,139,1,0,26
1998,7,2,4,139,1,0,16
1998,7,3,5,129,0,0,15
1998,7,4,6,123,1,0,12
1998,7,5,7,132,0,0,11
1998,7,6,1,140,0,0,17
1998,7,7,2,140,1,0,23
1998,7,8,3,140,0,0,28
1998,7,9,4,140,0,1,16
1998,7,10,5,140,0,0,37
1998,7,11,6,132,2,0,13
1998,7,12,7,133,0,1,18
1998,7,13,1,140,0,0,17
1998,7,14,2,140,3,1,32
1998,7,15,3,140,3,0,24
1998,7,16,4,140,1,0,40
1998,7,17,5,140,0,0,40
1998,7,18,6,132,0,0,19
1998,7,19,7,133,0,0,31
1998,7,20,1,140,3,1,31
1998,7,21,2,140,1,0,23
1998,7,22,3,140,1,0,20
1998,7,23,4,140,2,0,37
1998,7,24,5,140,1,0,29
1998,7,25,6,132,0,0,25
1998,7,26,7,133,0,4,30
1998,7,27,1,140,3,1,18
1998,7,28,2,139,2,4,16
1998,7,29,3,140,2,0,16
1998,7,30,4,140,2,0,22
1998,7,31,5,140,4,0,32
1998,8,1,6,132,0,0,23
1998,8,2,7,133,2,0,11
1998,8,3,1,140,1,0,21
1998,8,4,2,140,3,1,37
1998,8,5,3,140,1,0,36
1998,8,6,4,140,1,1,34
1998,8,7,5,140,2,0,51
1998,8,8,6,132,0,1,33
1998,8,9,7,133,2,5,42
1998,8,10,1,139,3,0,29
1998,8,11,2,140,3,1,31
1998,8,12,3,140,0,0,27
1998,8,13,4,140,0,0,35
1998,8,14,5,140,1,0,69
1998,8,15,6,132,0,1,31
1998,8,16,7,133,0,0,22
1998,8,17,1,140,1,0,40
1998,8,18,2,140,5,0,23
1998,8,19,3,140,4,0,18
1998,8,20,4,140,2,1,28
1998,8,21,5,139,2,4,44
1998,8,22,6,132,0,0,14
1998,8,23,7,133,1,0,20
1998,8,24,1,140,4,1,20
1998,8,25,2,140,4,0,16
1998,8,26,3,140,0,1,9
1998,8,27,4,139,1,0,7
1998,8,28,5,140,2,0,17
1998,8,29,6,132,8,2,8
1998,8,30,7,133,7,0,18
1998,8,31,1,140,9,0,15
