"Year","Month","Day","DayOfWeek","Flights","Cancelled","Diverted","Delayed"
1996,11,30,6,120,1,0,57
1996,12,1,7,129,0,0,43
1996,12,2,1,132,0,0,20
1996,12,3,2,132,1,0,23
1996,12,4,3,132,1,0,15
1996,12,5,4,132,1,1,40
1996,12,6,5,132,1,0,49
1996,12,7,6,122,0,0,29
1996,12,8,7,127,0,0,18
1996,12,9,1,132,1,0,7
1996,12,10,2,132,1,1,10
1996,12,11,3,132,0,0,22
1996,12,12,4,132,0,0,25
1996,12,13,5,132,0,0,34
1996,12,14,6,122,1,1,15
1996,12,15,7,130,2,0,34
1996,12,16,1,132,4,1,35
1996,12,17,2,131,5,0,33
1996,12,18,3,131,10,0,60
1996,12,19,4,130,2,0,71
1996,12,20,5,131,1,1,70
1996,12,21,6,121,0,0,33
1996,12,22,7,129,3,0,31
1996,12,23,1,131,1,0,35
1996,12,24,2,115,1,0,28
1996,12,25,3,107,1,0,12
1996,12,26,4,131,0,0,51
1996,12,27,5,131,0,0,49
1996,12,28,6,121,1,0,44
1996,12,29,7,129,0,0,47
1996,12,30,1,131,1,0,51
1996,12,31,2,117,2,3,32
1995,1,1,7,137,1,0,26
1995,1,2,1,151,1,0,32
1995,1,3,2,151,1,1,39
1995,1,4,3,152,1,0,57
1995,1,5,4,152,3,0,23
1995,1,6,5,153,9,3,76
1995,1,7,6,137,3,0,25
1995,1,8,7,145,1,0,21
1995,1,9,1,152,7,1,32
1995,1,10,2,146,3,0,22
1995,1,11,3,146,6,1,29
1995,1,12,4,146,11,0,49
1995,1,13,5,147,1,1,39
1995,1,14,6,132,3,0,25
1995,1,15,7,140,3,0,11
1995,1,16,1,146,2,0,17
1995,1,17,2,146,1,1,26
1995,1,18,3,146,7,2,57
1995,1,19,4,146,9,0,37
1995,1,20,5,147,5,0,25
1995,1,21,6,131,2,0,14
1995,1,22,7,140,2,0,31
1995,1,23,1,146,2,2,20
1995,1,24,2,146,3,0,16
1995,1,25,3,146,2,0,9
1995,1,26,4,146,1,0,36
1995,1,27,5,147,1,0,53
1995,1,28,6,132,3,0,27
1995,1,29,7,140,0,0,24
1995,1,30,1,146,1,0,18
1995,1,31,2,147,0,0,13
1995,2,1,3,147,3,0,8
1995,2,2,4,147,1,0,17
1995,2,3,5,147,5,2,61
1995,2,4,6,134,7,0,24
1995,2,5,7,141,1,0,14
1995,2,6,1,147,2,0,12
1995,2,7,2,145,2,1,22
1995,2,8,3,148,1,0,13
1995,2,9,4,148,0,0,12
1995,2,10,5,149,1,0,38
1995,2,11,6,135,2,0,48
1995,2,12,7,142,0,0,23
1995,2,13,1,148,0,0,19
1995,2,14,2,148,5,0,31
1995,2,15,3,150,4,1,69
1995,2,16,4,150,1,2,54
1995,2,17,5,150,1,0,71
1995,2,18,6,137,0,0,24
1995,2,19,7,144,2,0,18
1995,2,20,1,150,1,2,24
1995,2,21,2,151,1,0,12
1995,2,22,3,150,1,0,8
1995,2,23,4,150,0,0,19
1995,2,24,5,152,0,0,27
1995,2,25,6,138,0,0,7
1995,2,26,7,144,0,1,12
1995,2,27,1,148,0,0,22
1995,2,28,2,150,2,0,44
1995,3,1,3,149,0,0,36
1995,3,2,4,145,1,0,28
1995,3,3,5,146,0,0,37
1995,3,4,6,130,0,0,26
1995,3,5,7,139,0,0,49
1995,3,6,1,145,4,1,39
1995,3,7,2,145,2,4,70
1995,3,8,3,145,2,0,32
1995,3,9,4,145,2,0,15
1995,3,10,5,146,1,0,24
1995,3,11,6,130,0,0,19
1995,3,12,7,139,1,0,23
1995,3,13,1,145,1,1,47
1995,3,14,2,145,3,2,21
1995,3,15,3,145,2,2,25
1995,3,16,4,144,0,0,27
1995,3,17,5,146,0,0,31
1995,3,18,6,130,0,0,14
1995,3,19,7,139,0,0,20
1995,3,20,1,145,2,0,14
1995,3,21,2,145,4,0,7
1995,3,22,3,145,0,0,13
1995,3,23,4,145,1,1,15
1995,3,24,5,146,0,0,11
1995,3,25,6,130,0,1,17
1995,3,26,7,138,0,0,27
1995,3,27,1,145,4,0,28
1995,3,28,2,145,1,0,30
1995,3,29,3,145,2,0,61
1995,3,30,4,145,3,0,24
1995,3,31,5,146,3,0,31
1995,4,1,6,130,1,0,12
1995,4,2,7,135,1,0,12
1995,4,3,1,144,0,0,9
1995,4,4,2,144,3,0,52
1995,4,5,3,144,1,0,43
1995,4,6,4,144,2,1,33
1995,4,7,5,145,1,0,21
1995,4,8,6,132,0,0,9
1995,4,9,7,136,3,0,16
1995,4,10,1,144,1,3,58
1995,4,11,2,144,6,0,57
1995,4,12,3,144,2,0,36
1995,4,13,4,144,2,0,15
1995,4,14,5,145,0,0,9
1995,4,15,6,132,3,0,6
1995,4,16,7,136,2,0,11
1995,4,17,1,144,3,0,22
1995,4,18,2,144,1,0,30
1995,4,19,3,144,3,0,43
1995,4,20,4,144,1,0,62
1995,4,21,5,145,0,0,45
1995,4,22,6,132,2,1,42
1995,4,23,7,136,0,0,45
1995,4,24,1,144,2,0,24
1995,4,25,2,144,0,0,21
1995,4,26,3,144,0,0,21
1995,4,27,4,145,0,0,23
1995,4,28,5,145,1,0,15
1995,4,29,6,132,1,0,14
1995,4,30,7,135,2,0,17
1995,5,1,1,141,0,1,21
1995,5,2,2,141,1,0,8
1995,5,3,3,141,0,0,25
1995,5,4,4,142,0,0,31
1995,5,5,5,143,0,0,23
1995,5,6,6,132,0,0,17
1995,5,7,7,131,3,0,30
1995,5,8,1,142,13,20,47
1995,5,9,2,142,41,10,34
1995,5,10,3,142,0,1,46
1995,5,11,4,142,0,0,33
1995,5,12,5,143,0,0,28
1995,5,13,6,132,1,0,19
1995,5,14,7,131,1,0,12
1995,5,15,1,142,0,0,15
1995,5,16,2,142,3,1,13
1995,5,17,3,142,0,0,33
1995,5,18,4,142,1,0,66
1995,5,19,5,143,3,0,28
1995,5,20,6,132,2,2,13
1995,5,21,7,131,2,0,8
1995,5,22,1,141,4,0,7
1995,5,23,2,141,3,0,13
1995,5,24,3,141,2,0,27
1995,5,25,4,141,2,0,53
1995,5,26,5,142,1,0,36
1995,5,27,6,122,1,0,9
1995,5,28,7,120,0,0,17
1995,5,29,1,138,1,0,24
1995,5,30,2,141,3,0,31
1995,5,31,3,141,1,1,18
1995,6,1,4,139,2,0,36
1995,6,2,5,140,2,0,31
1995,6,3,6,129,0,0,20
1995,6,4,7,128,1,0,21
1995,6,5,1,139,2,0,16
1995,6,6,2,139,0,0,22
1995,6,7,3,138,5,0,19
1995,6,8,4,138,1,0,29
1995,6,9,5,139,1,0,22
1995,6,10,6,128,5,1,30
1995,6,11,7,126,0,0,48
1995,6,12,1,138,1,0,33
1995,6,13,2,137,2,0,14
1995,6,14,3,135,1,1,23
1995,6,15,4,135,0,0,14
1995,6,16,5,134,0,0,18
1995,6,17,6,123,3,0,14
1995,6,18,7,125,1,0,14
1995,6,19,1,135,3,0,21
1995,6,20,2,134,2,0,15
1995,6,21,3,134,5,0,21
1995,6,22,4,132,6,1,28
1995,6,23,5,132,3,0,29
1995,6,24,6,119,0,0,26
1995,6,25,7,122,0,3,42
1995,6,26,1,131,4,0,40
1995,6,27,2,131,3,0,27
1995,6,28,3,132,4,0,35
1995,6,29,4,132,0,0,48
1995,6,30,5,132,1,0,43
1995,7,1,6,121,0,0,30
1995,7,2,7,112,0,0,6
1995,7,3,1,115,0,0,7
1995,7,4,2,126,0,0,17
1995,7,5,3,132,3,0,52
1995,7,6,4,132,3,0,21
1995,7,7,5,132,3,0,20
1995,7,8,6,119,1,0,14
1995,7,9,7,122,0,0,19
1995,7,10,1,132,1,1,16
1995,7,11,2,132,2,0,14
1995,7,12,3,132,1,0,27
1995,7,13,4,132,0,0,23
1995,7,14,5,132,2,1,27
1995,7,15,6,119,0,2,25
1995,7,16,7,122,1,1,27
1995,7,17,1,132,6,0,31
1995,7,18,2,132,3,0,17
1995,7,19,3,132,3,0,18
1995,7,20,4,132,1,0,29
1995,7,21,5,132,2,1,28
1995,7,22,6,119,0,0,11
1995,7,23,7,122,1,0,25
1995,7,24,1,132,2,0,16
1995,7,25,2,132,0,1,13
1995,7,26,3,132,8,0,24
1995,7,27,4,132,0,1,19
1995,7,28,5,132,0,0,27
1995,7,29,6,119,1,0,35
1995,7,30,7,122,0,1,26
1995,7,31,1,132,3,0,22
1995,8,1,2,132,5,0,21
1995,8,2,3,132,11,0,16
1995,8,3,4,132,5,1,28
1995,8,4,5,134,0,1,27
1995,8,5,6,121,1,0,19
1995,8,6,7,124,1,0,26
1995,8,7,1,134,2,0,16
1995,8,8,2,134,1,0,20
1995,8,9,3,134,1,7,27
1995,8,10,4,134,3,0,17
1995,8,11,5,134,0,0,23
1995,8,12,6,121,1,1,9
1995,8,13,7,124,0,0,24
1995,8,14,1,134,4,1,25
1995,8,15,2,134,2,0,21
1995,8,16,3,134,1,0,24
1995,8,17,4,134,3,0,17
1995,8,18,5,134,3,0,28
1995,8,19,6,121,1,0,23
1995,8,20,7,124,1,3,34
1995,8,21,1,134,2,0,11
1995,8,22,2,134,2,0,15
1995,8,23,3,134,0,0,14
1995,8,24,4,133,2,0,15
1995,8,25,5,134,1,0,19
1995,8,26,6,121,0,0,11
1995,8,27,7,124,1,0,25
1995,8,28,1,134,3,0,21
1995,8,29,2,134,2,1,8
1995,8,30,3,134,1,0,22
1995,8,31,4,134,0,0,17
1995,9,1,5,134,0,1,24
1995,9,2,6,120,1,0,7
1995,9,3,7,107,0,1,2
1995,9,4,1,129,0,0,9
1995,9,5,2,134,0,0,12
1995,9,6,3,133,0,0,9
1995,9,7,4,130,0,0,16
1995,9,8,5,131,0,0,21
1995,9,9,6,118,0,0,6
1995,9,10,7,125,0,0,21
1995,9,11,1,131,3,0,9
1995,9,12,2,132,1,0,14
1995,9,13,3,132,2,0,9
1995,9,14,4,132,1,0,15
1995,9,15,5,134,1,0,18
1995,9,16,6,120,1,0,2
1995,9,17,7,128,2,1,27
1995,9,18,1,134,0,0,10
1995,9,19,2,134,3,0,17
1995,9,20,3,134,0,0,17
1995,9,21,4,134,2,0,36
1995,9,22,5,134,1,0,33
1995,9,23,6,120,1,0,13
1995,9,24,7,128,0,0,21
1995,9,25,1,134,0,0,23
1995,9,26,2,133,1,0,18
1995,9,27,3,134,1,0,13
1995,9,28,4,134,0,0,16
1995,9,29,5,134,1,0,15
1995,9,30,6,121,0,0,7
1995,10,1,7,128,0,0,6
1995,10,2,1,134,4,0,26
1995,10,3,2,134,3,0,21
1995,10,4,3,134,19,0,24
1995,10,5,4,134,0,0,28
1995,10,6,5,134,1,0,34
1995,10,7,6,121,0,0,6
1995,10,8,7,128,0,0,11
1995,10,9,1,134,0,0,6
1995,10,10,2,134,1,1,12
1995,10,11,3,134,1,0,14
1995,10,12,4,134,0,0,17
1995,10,13,5,134,0,0,22
1995,10,14,6,121,0,0,33
1995,10,15,7,128,0,0,17
1995,10,16,1,134,1,0,17
1995,10,17,2,134,2,0,19
1995,10,18,3,134,0,0,13
1995,10,19,4,134,2,0,14
1995,10,20,5,134,1,0,37
1995,10,21,6,121,1,0,19
1995,10,22,7,129,0,0,21
1995,10,23,1,134,0,0,18
1995,10,24,2,134,1,0,8
1995,10,25,3,134,1,0,12
1995,10,26,4,134,0,0,19
1995,10,27,5,134,0,0,63
1995,10,28,6,121,0,0,13
1995,10,29,7,127,0,0,22
1995,10,30,1,134,1,0,16
1995,10,31,2,134,5,0,30
1995,11,1,3,134,1,1,51
1995,11,2,4,134,2,0,73
1995,11,3,5,134,0,0,44
1995,11,4,6,123,1,0,12
1995,11,5,7,127,0,0,16
1995,11,6,1,134,2,0,25
1995,11,7,2,134,3,0,38
1995,11,8,3,135,2,0,17
1995,11,9,4,134,1,0,13
1995,11,10,5,134,2,0,37
1995,11,11,6,123,3,0,28
1995,11,12,7,127,0,0,21
1995,11,13,1,134,2,1,13
1995,11,14,2,134,1,0,22
1995,11,15,3,134,0,0,20
1995,11,16,4,134,1,0,18
1995,11,17,5,134,1,0,27
1995,11,18,6,123,1,0,17
1995,11,19,7,127,2,0,23
1995,11,20,1,134,2,0,15
1995,11,21,2,134,0,0,18
1995,11,22,3,135,0,0,6
1995,11,23,4,98,0,0,7
1995,11,24,5,112,0,0,5
1995,11,25,6,119,0,0,9
1995,11,26,7,128,0,0,17
1995,11,27,1,134,1,0,35
1995,11,28,2,134,0,1,51
1995,11,29,3,134,1,0,22
1995,11,30,4,134,1,0,7
1995,12,1,5,131,0,0,15
1995,12,2,6,121,0,0,12
1995,12,3,7,125,1,0,7
1995,12,4,1,132,0,0,4
1995,12,5,2,132,5,0,16
1995,12,6,3,132,0,0,24
1995,12,7,4,132,0,0,18
1995,12,8,5,132,3,1,42
1995,12,9,6,121,2,0,29
1995,12,10,7,125,2,0,24
1995,12,11,1,132,0,0,21
1995,12,12,2,132,2,0,15
1995,12,13,3,131,5,1,22
1995,12,14,4,127,5,3,40
1995,12,15,5,127,4,1,49
1995,12,16,6,115,0,0,34
1995,12,17,7,120,1,5,66
1995,12,18,1,127,8,5,64
1995,12,19,2,128,8,1,48
1995,12,20,3,128,6,0,59
1995,12,21,4,128,2,0,81
1995,12,22,5,128,1,0,73
1995,12,23,6,113,0,0,48
1995,12,24,7,101,1,0,10
1995,12,25,1,110,1,0,11
1995,12,26,2,125,1,0,32
1995,12,27,3,125,0,0,38
1995,12,28,4,125,2,0,23
1995,12,29,5,128,1,0,25
1995,12,30,6,114,0,0,38
1995,12,31,7,106,0,0,35
1994,1,1,6,106,0,0,15
1994,1,2,7,112,0,0,27
1994,1,3,1,122,0,0,40
1994,1,4,2,119,4,0,22
1994,1,5,3,124,2,0,23
1994,1,6,4,121,2,0,34
1994,1,7,5,121,3,0,32
1994,1,8,6,114,3,0,15
1994,1,9,7,117,0,0,18
1994,1,10,1,121,2,0,20
1994,1,11,2,119,1,0,32
1994,1,12,3,121,1,0,40
1994,1,13,4,121,0,0,38
1994,1,14,5,114,0,0,17
1994,1,15,6,112,1,0,12
1994,1,16,7,118,5,0,24
1994,1,17,1,121,13,0,56
1994,1,18,2,116,4,0,29
1994,1,19,3,122,3,0,29
1994,1,20,4,113,2,0,30
1994,1,21,5,111,0,0,16
1994,1,22,6,111,1,0,14
1994,1,23,7,119,0,1,8
1994,1,24,1,126,0,0,11
1994,1,25,2,121,0,0,20
1994,1,26,3,121,0,0,23
1994,1,27,4,122,6,3,65
1994,1,28,5,120,1,0,54
1994,1,29,6,110,5,0,35
1994,1,30,7,114,1,0,36
1994,1,31,1,124,0,0,21
1994,2,1,2,118,3,0,18
1994,2,2,3,124,0,0,12
1994,2,3,4,122,0,0,13
1994,2,4,5,124,0,0,21
1994,2,5,6,114,1,0,22
1994,2,6,7,119,0,0,13
1994,2,7,1,125,2,0,27
1994,2,8,2,121,12,0,32
1994,2,9,3,122,5,1,62
1994,2,10,4,121,9,0,79
1994,2,11,5,126,14,0,37
1994,2,12,6,116,2,0,42
1994,2,13,7,119,0,0,35
1994,2,14,1,124,1,0,10
1994,2,15,2,127,0,0,8
1994,2,16,3,127,0,0,6
1994,2,17,4,122,0,0,8
1994,2,18,5,126,0,0,17
1994,2,19,6,112,0,0,8
1994,2,20,7,115,1,0,18
1994,2,21,1,120,2,0,23
1994,2,22,2,122,0,0,36
1994,2,23,3,124,4,0,66
1994,2,24,4,121,1,0,35
1994,2,25,5,119,4,0,27
1994,2,26,6,112,1,0,8
1994,2,27,7,121,0,0,12
1994,2,28,1,124,0,0,14
1994,3,1,2,116,1,1,47
1994,3,2,3,121,1,0,31
1994,3,3,4,123,3,0,8
1994,3,4,5,123,0,1,16
1994,3,5,6,111,0,0,8
1994,3,6,7,112,0,0,5
1994,3,7,1,124,1,0,6
1994,3,8,2,120,1,0,23
1994,3,9,3,132,2,2,55
1994,3,10,4,137,0,0,30
1994,3,11,5,130,0,0,15
1994,3,12,6,123,0,0,14
1994,3,13,7,120,0,0,19
1994,3,14,1,139,0,0,11
1994,3,15,2,132,0,1,4
1994,3,16,3,136,0,0,6
1994,3,17,4,135,0,0,14
1994,3,18,5,133,0,0,22
1994,3,19,6,120,0,0,6
1994,3,20,7,126,0,0,8
1994,3,21,1,134,0,1,13
1994,3,22,2,139,0,0,5
1994,3,23,3,138,0,1,12
1994,3,24,4,135,0,0,28
1994,3,25,5,127,0,0,26
1994,3,26,6,119,0,0,29
1994,3,27,7,120,0,1,46
1994,3,28,1,137,1,0,58
1994,3,29,2,136,0,1,25
1994,3,30,3,137,0,0,14
1994,3,31,4,134,0,0,19
1994,4,1,5,136,0,0,9
1994,4,2,6,129,0,0,9
1994,4,3,7,130,0,1,15
1994,4,4,1,135,0,0,14
1994,4,5,2,129,0,0,28
1994,4,6,3,133,1,1,54
1994,4,7,4,135,0,0,26
1994,4,8,5,138,0,0,20
1994,4,9,6,128,0,0,9
1994,4,10,7,126,0,0,21
1994,4,11,1,128,0,0,25
1994,4,12,2,135,0,2,25
1994,4,13,3,137,1,0,25
1994,4,14,4,135,0,0,13
1994,4,15,5,129,2,3,66
1994,4,16,6,124,0,0,22
1994,4,17,7,123,0,0,10
1994,4,18,1,135,0,0,3
1994,4,19,2,137,0,0,5
1994,4,20,3,133,0,0,24
1994,4,21,4,134,0,1,23
1994,4,22,5,128,0,0,22
1994,4,23,6,127,0,0,7
1994,4,24,7,122,0,0,11
1994,4,25,1,134,0,0,13
1994,4,26,2,137,0,0,15
1994,4,27,3,134,0,0,25
1994,4,28,4,133,0,0,23
1994,4,29,5,134,0,0,36
1994,4,30,6,125,0,0,26
1994,5,1,7,128,0,0,20
1994,5,2,1,133,1,0,18
1994,5,3,2,136,0,0,31
1994,5,4,3,138,0,1,12
1994,5,5,4,133,1,0,6
1994,5,6,5,137,0,0,7
1994,5,7,6,124,0,0,5
1994,5,8,7,125,0,0,6
1994,5,9,1,131,0,0,15
1994,5,10,2,130,0,0,14
1994,5,11,3,133,1,0,15
1994,5,12,4,130,0,0,21
1994,5,13,5,133,0,0,29
1994,5,14,6,121,1,0,13
1994,5,15,7,124,0,0,9
1994,5,16,1,132,0,1,7
1994,5,17,2,131,1,0,5
1994,5,18,3,132,0,0,8
1994,5,19,4,130,0,0,12
1994,5,20,5,132,0,0,5
1994,5,21,6,127,0,0,4
1994,5,22,7,126,0,0,8
1994,5,23,1,135,0,0,6
1994,5,24,2,137,0,0,7
1994,5,25,3,130,0,0,24
1994,5,26,4,129,1,0,32
1994,5,27,5,132,0,0,26
1994,5,28,6,119,0,0,8
1994,5,29,7,119,0,0,12
1994,5,30,1,127,0,0,2
1994,5,31,2,133,1,0,12
1994,6,1,3,132,0,0,7
1994,6,2,4,128,1,1,10
1994,6,3,5,127,0,0,8
1994,6,4,6,112,1,0,10
1994,6,5,7,121,0,1,20
1994,6,6,1,133,0,0,14
1994,6,7,2,125,0,0,13
1994,6,8,3,121,0,0,8
1994,6,9,4,128,0,0,20
1994,6,10,5,127,0,1,45
1994,6,11,6,120,0,0,18
1994,6,12,7,121,0,2,22
1994,6,13,1,124,2,1,13
1994,6,14,2,129,1,0,2
1994,6,15,3,132,0,0,18
1994,6,16,4,125,0,0,21
1994,6,17,5,121,0,0,33
1994,6,18,6,115,0,1,24
1994,6,19,7,120,0,0,15
1994,6,20,1,129,0,0,23
1994,6,21,2,126,0,0,8
1994,6,22,3,129,0,0,11
1994,6,23,4,127,0,2,34
1994,6,24,5,119,0,1,42
1994,6,25,6,121,2,0,15
1994,6,26,7,112,0,0,10
1994,6,27,1,126,0,0,18
1994,6,28,2,127,0,0,11
1994,6,29,3,125,2,1,29
1994,6,30,4,129,1,0,34
1994,7,1,5,131,2,0,28
1994,7,2,6,114,2,0,7
1994,7,3,7,115,1,0,9
1994,7,4,1,125,0,0,13
1994,7,5,2,127,1,0,13
1994,7,6,3,130,2,0,19
1994,7,7,4,127,0,0,15
1994,7,8,5,134,3,0,21
1994,7,9,6,126,0,0,37
1994,7,10,7,120,0,1,33
1994,7,11,1,134,0,0,23
1994,7,12,2,129,3,0,15
1994,7,13,3,131,0,0,19
1994,7,14,4,128,0,0,36
1994,7,15,5,129,1,0,30
1994,7,16,6,121,1,0,18
1994,7,17,7,126,0,0,10
1994,7,18,1,131,0,0,14
1994,7,19,2,130,0,4,17
1994,7,20,3,128,0,0,20
1994,7,21,4,134,1,0,32
1994,7,22,5,127,2,0,52
1994,7,23,6,122,1,0,19
1994,7,24,7,130,2,0,13
1994,7,25,1,129,0,0,21
1994,7,26,2,132,3,0,16
1994,7,27,3,136,1,0,29
1994,7,28,4,132,0,0,25
1994,7,29,5,131,0,0,23
1994,7,30,6,128,0,0,27
1994,7,31,7,126,0,0,16
1994,8,1,1,132,1,0,14
1994,8,2,2,134,0,0,31
1994,8,3,3,134,1,0,17
1994,8,4,4,127,0,1,21
1994,8,5,5,133,0,0,43
1994,8,6,6,120,1,0,24
1994,8,7,7,122,1,0,18
1994,8,8,1,132,0,1,18
1994,8,9,2,138,0,0,11
1994,8,10,3,136,0,1,8
1994,8,11,4,133,0,0,17
1994,8,12,5,136,0,0,21
1994,8,13,6,126,0,0,19
1994,8,14,7,125,1,0,25
1994,8,15,1,137,1,1,19
1994,8,16,2,133,0,0,18
1994,8,17,3,134,0,0,20
1994,8,18,4,133,0,0,15
1994,8,19,5,134,1,0,13
1994,8,20,6,116,1,0,23
1994,8,21,7,122,0,2,39
1994,8,22,1,132,2,0,19
1994,8,23,2,137,1,1,10
1994,8,24,3,139,0,0,7
1994,8,25,4,133,0,0,9
1994,8,26,5,137,1,0,7
1994,8,27,6,129,0,2,4
1994,8,28,7,132,0,0,10
1994,8,29,1,136,0,0,4
1994,8,30,2,134,0,2,7
1994,8,31,3,138,4,1,21
1994,9,1,4,136,1,0,25
1994,9,2,5,136,0,1,29
1994,9,3,6,123,1,0,0
1994,9,4,7,120,0,1,1
1994,9,5,1,132,0,0,5
1994,9,6,2,135,0,0,8
1994,9,7,3,137,0,0,8
1994,9,8,4,140,1,0,19
1994,9,9,5,139,0,0,16
1994,9,10,6,130,0,0,7
1994,9,11,7,131,1,0,5
1994,9,12,1,136,0,0,3
1994,9,13,2,141,0,0,13
1994,9,14,3,139,0,0,15
1994,9,15,4,139,1,0,16
1994,9,16,5,140,1,0,13
1994,9,17,6,126,0,0,6
1994,9,18,7,132,0,0,8
1994,9,19,1,139,0,0,11
1994,9,20,2,140,1,0,4
1994,9,21,3,134,0,0,5
1994,9,22,4,138,0,0,19
1994,9,23,5,136,0,0,24
1994,9,24,6,125,1,0,10
1994,9,25,7,135,0,0,15
1994,9,26,1,141,1,1,5
1994,9,27,2,137,0,0,12
1994,9,28,3,135,0,0,6
1994,9,29,4,138,0,1,7
1994,9,30,5,143,0,0,8
1994,10,1,6,126,0,0,8
1994,10,2,7,135,0,0,14
1994,10,3,1,134,0,0,11
1994,10,4,2,140,0,0,3
1994,10,5,3,144,1,0,3
1994,10,6,4,141,0,0,7
1994,10,7,5,138,0,0,22
1994,10,8,6,125,0,0,18
1994,10,9,7,130,0,0,10
1994,10,10,1,142,0,0,17
1994,10,11,2,141,0,0,15
1994,10,12,3,142,0,0,13
1994,10,13,4,138,0,0,18
1994,10,14,5,136,0,0,20
1994,10,15,6,127,0,0,21
1994,10,16,7,134,0,0,27
1994,10,17,1,139,1,0,30
1994,10,18,2,136,2,0,38
1994,10,19,3,142,0,1,15
1994,10,20,4,138,0,0,35
1994,10,21,5,140,1,0,43
1994,10,22,6,128,0,0,11
1994,10,23,7,134,0,0,9
1994,10,24,1,142,0,0,13
1994,10,25,2,141,0,0,8
1994,10,26,3,137,0,0,9
1994,10,27,4,135,0,0,4
1994,10,28,5,138,0,0,6
1994,10,29,6,127,0,1,4
1994,10,30,7,136,1,0,12
1994,10,31,1,143,1,0,16
1994,11,1,2,144,1,0,15
1994,11,2,3,148,1,0,6
1994,11,3,4,142,0,0,20
1994,11,4,5,145,1,0,26
1994,11,5,6,132,1,0,28
1994,11,6,7,135,0,1,11
1994,11,7,1,148,0,0,7
1994,11,8,2,145,0,0,11
1994,11,9,3,137,0,0,28
1994,11,10,4,141,0,1,20
1994,11,11,5,142,0,0,12
1994,11,12,6,133,0,0,7
1994,11,13,7,140,0,0,8
1994,11,14,1,143,0,0,17
1994,11,15,2,145,0,0,14
1994,11,16,3,144,0,0,17
1994,11,17,4,141,0,0,25
1994,11,18,5,147,0,0,27
1994,11,19,6,131,1,0,12
1994,11,20,7,134,0,0,15
1994,11,21,1,148,0,0,18
1994,11,22,2,143,0,0,20
1994,11,23,3,144,0,0,21
1994,11,24,4,119,0,0,4
1994,11,25,5,122,0,0,5
1994,11,26,6,132,0,0,18
1994,11,27,7,134,2,1,50
1994,11,28,1,139,1,0,54
1994,11,29,2,137,0,0,42
1994,11,30,3,141,0,0,14
1994,12,1,4,141,0,1,7
1994,12,2,5,140,0,0,24
1994,12,3,6,130,0,1,17
1994,12,4,7,135,0,0,8
1994,12,5,1,143,4,0,28
1994,12,6,2,138,2,1,14
1994,12,7,3,141,1,0,24
1994,12,8,4,144,0,0,30
1994,12,9,5,139,0,0,27
1994,12,10,6,120,0,0,29
1994,12,11,7,132,0,0,9
1994,12,12,1,146,0,0,8
1994,12,13,2,142,0,0,8
1994,12,14,3,143,0,0,30
1994,12,15,4,141,0,0,38
1994,12,16,5,138,1,1,60
1994,12,17,6,129,1,1,38
1994,12,18,7,136,0,0,10
1994,12,19,1,144,0,0,12
1994,12,20,2,144,0,0,19
1994,12,21,3,146,2,1,29
1994,12,22,4,144,0,0,32
1994,12,23,5,148,1,0,35
1994,12,24,6,117,0,0,9
1994,12,25,7,123,0,0,2
1994,12,26,1,145,2,0,15
1994,12,27,2,143,1,0,24
1994,12,28,3,145,1,0,45
1994,12,29,4,144,0,0,16
1994,12,30,5,143,0,0,8
1994,12,31,6,126,2,0,28
1993,1,1,5,98,2,0,11
1993,1,2,6,104,1,0,16
1993,1,3,7,107,0,0,34
1993,1,4,1,115,2,0,24
1993,1,5,2,112,0,0,24
1993,1,6,3,116,0,1,10
1993,1,7,4,108,0,1,20
1993,1,8,5,118,1,0,29
1993,1,9,6,106,0,0,20
1993,1,10,7,111,4,0,33
1993,1,11,1,114,2,0,30
1993,1,12,2,114,1,0,44
1993,1,13,3,111,1,0,32
1993,1,14,4,113,0,0,12
1993,1,15,5,109,0,1,29
1993,1,16,6,104,1,0,5
1993,1,17,7,113,0,0,13
1993,1,18,1,113,0,0,14
1993,1,19,2,113,1,0,24
1993,1,20,3,116,0,0,27
1993,1,21,4,110,1,0,26
1993,1,22,5,113,1,0,17
1993,1,23,6,105,0,0,6
1993,1,24,7,108,0,0,13
1993,1,25,1,115,1,0,5
1993,1,26,2,116,0,1,7
1993,1,27,3,113,0,0,4
1993,1,28,4,117,1,1,7
1993,1,29,5,116,0,0,21
1993,1,30,6,106,0,0,2
1993,1,31,7,111,0,0,0
1993,2,1,1,119,0,0,2
1993,2,2,2,116,0,0,6
1993,2,3,3,112,0,0,9
1993,2,4,4,119,1,0,9
1993,2,5,5,114,0,0,15
1993,2,6,6,105,3,0,16
1993,2,7,7,111,1,0,7
1993,2,8,1,115,0,0,6
1993,2,9,2,117,2,0,7
1993,2,10,3,113,0,1,13
1993,2,11,4,111,3,0,25
1993,2,12,5,114,4,0,26
1993,2,13,6,107,0,0,15
1993,2,14,7,109,0,0,11
1993,2,15,1,109,3,0,29
1993,2,16,2,112,3,0,37
1993,2,17,3,116,0,0,19
1993,2,18,4,114,0,0,10
1993,2,19,5,112,0,0,11
1993,2,20,6,103,0,0,7
1993,2,21,7,111,4,0,35
1993,2,22,1,114,6,0,33
1993,2,23,2,118,1,0,15
1993,2,24,3,112,0,0,23
1993,2,25,4,109,4,0,41
1993,2,26,5,114,3,0,31
1993,2,27,6,102,0,0,7
1993,2,28,7,111,0,1,7
