"Year","Month","Day","DayOfWeek","out_Flights","out_Cancelled","out_Diverted","out_Delayed","in_Flights","in_Cancelled","in_Diverted","in_Delayed","Fog","Mist","Rain","Hail","Thunder","Tornado","PRCP","TMAX","TMIN","AWND"
2008,1,1,2,108,4,0,34,107,2,0,42,1,0,0,0,0,0,0,12.2,5,6.8
2008,1,2,3,118,1,0,34,118,0,0,49,0,0,0,0,0,0,0,6.7,0.6,7.9
2008,1,3,4,117,1,1,31,118,1,0,22,0,0,0,0,0,0,0,5.6,-2.2,3.8
2008,1,4,5,117,0,0,10,117,0,0,20,0,0,0,0,0,0,0,16.7,2.8,4.5
2008,1,5,6,106,0,1,13,105,0,0,27,0,0,0,0,0,0,0,21.7,12.2,4.8
2008,1,6,7,112,0,0,23,112,0,0,26,0,0,0,0,0,0,0,25,15,4.8
2008,1,7,1,115,1,0,9,115,0,0,7,1,0,1,0,0,0,0.3,25.6,15.6,4.6
2008,1,8,2,121,0,0,17,120,0,0,18,1,1,1,0,0,0,0,25.6,18.9,4.8
2008,1,9,3,110,1,0,10,111,1,0,11,1,1,1,0,0,0,1,21.7,13.9,3.1
2008,1,10,4,115,0,0,22,114,0,0,33,1,1,1,0,1,0,7.4,24.4,17.8,5.2
2008,1,11,5,114,0,0,10,115,0,0,16,0,0,0,0,0,0,0,17.8,8.9,3.4
2008,1,12,6,98,1,0,4,97,1,0,7,0,0,0,0,0,0,0,17.2,6.7,2.1
2008,1,13,7,105,1,0,6,106,0,0,15,1,0,0,0,0,0,0,17.2,7.2,3.8
2008,1,14,1,113,1,0,8,112,3,0,9,0,0,0,0,0,0,0,14.4,6.7,2.6
2008,1,15,2,109,0,0,5,109,0,0,10,0,0,1,0,0,0,0,16.7,6.1,1.2
2008,1,16,3,110,3,0,13,110,3,0,16,1,1,1,0,0,0,25.1,10.6,8.9,6.5
2008,1,17,4,114,3,0,34,114,3,0,48,1,1,0,0,0,0,0,12.2,7.8,4
2008,1,18,5,114,1,0,32,115,1,0,44,1,1,1,0,0,0,0.3,14.4,9.4,4.1
2008,1,19,6,95,5,0,28,95,6,1,32,1,1,1,0,1,0,16.3,10,1.7,8.2
2008,1,20,7,103,0,0,10,104,1,0,11,0,0,0,0,0,0,0,7.8,0,5.1
2008,1,21,1,115,2,0,16,114,0,0,31,0,0,0,0,0,0,0,12.8,1.7,5
2008,1,22,2,109,1,0,11,110,1,0,18,1,1,0,0,0,0,0,20.6,9.4,1.9
2008,1,23,3,112,1,0,15,112,1,0,20,1,1,1,0,0,0,0,14.4,11.7,3
2008,1,24,4,115,0,0,20,116,0,0,20,1,1,1,0,0,0,4.3,12.8,6.1,6
2008,1,25,5,121,1,0,16,121,2,0,20,1,0,1,0,1,0,7.9,7.2,3.9,5.1
2008,1,26,6,97,3,0,13,96,1,0,16,1,1,1,0,0,0,5.8,11.7,6.7,3.6
2008,1,27,7,113,2,0,21,113,2,0,20,1,1,0,0,0,0,0,11.1,3.9,2.2
2008,1,28,1,115,1,0,11,115,1,0,12,1,1,0,0,0,0,0,18.9,1.1,2.8
2008,1,29,2,111,1,1,11,111,1,0,19,1,1,1,0,0,0,3.6,23.3,11.7,6.2
2008,1,30,3,112,1,0,12,111,1,0,13,0,0,1,0,0,0,0,11.7,4.4,5.7
2008,1,31,4,119,1,0,71,120,2,0,76,1,1,1,0,1,0,13,22.2,9.4,6.4
2008,2,1,5,123,2,1,51,123,1,0,50,0,0,0,0,0,0,0,12.2,2.8,3.8
2008,2,2,6,108,0,0,15,108,0,0,14,1,1,0,0,0,0,0,20,1.1,2.6
2008,2,3,7,113,1,0,13,113,1,0,22,1,1,0,0,0,0,0,24.4,13.9,5.1
2008,2,4,1,117,1,2,35,117,2,0,34,1,1,0,0,0,0,0,25.6,19.4,5.3
2008,2,5,2,113,0,1,22,113,0,0,35,1,1,1,0,0,0,0,26.1,20.6,7.4
2008,2,6,3,126,2,1,46,126,2,0,44,1,1,1,0,1,0,9.1,22.8,10,5.3
2008,2,7,4,117,0,0,25,118,0,0,31,0,0,0,0,0,0,0,16.7,6.1,3.1
2008,2,8,5,121,0,0,26,120,0,0,34,1,0,0,0,0,0,0,18.9,7.2,2.9
2008,2,9,6,101,0,0,12,101,0,0,16,1,1,0,0,0,0,0,22.2,10,1.7
2008,2,10,7,113,1,1,19,113,1,0,23,0,0,0,0,0,0,0,22.2,9.4,2.4
2008,2,11,1,117,2,0,19,117,1,0,23,1,0,0,0,0,0,0,22.2,6.7,3.6
2008,2,12,2,112,2,0,39,113,3,1,48,1,1,1,0,1,0,19.8,23.3,10,3.6
2008,2,13,3,115,5,1,31,115,2,1,31,0,0,0,0,0,0,0,13.3,3.3,6.1
2008,2,14,4,119,2,0,18,120,1,0,22,0,0,0,0,0,0,0,17.2,3.9,3.3
2008,2,15,5,119,0,0,20,120,0,0,32,1,1,1,0,0,0,2.3,19.4,13.3,3.2
2008,2,16,6,104,4,1,10,103,4,0,20,0,0,0,0,0,0,0,21.1,15,5.2
2008,2,17,7,109,3,0,31,109,3,0,33,1,1,1,0,1,0,4.8,22.2,13.3,4
2008,2,18,1,120,1,0,28,120,0,0,35,0,0,0,0,0,0,0,16.1,9.4,5
2008,2,19,2,117,0,0,18,117,0,0,18,0,0,0,0,0,0,0,18.9,5,1.4
2008,2,20,3,118,0,0,19,118,0,0,29,1,1,1,0,0,0,7.1,22.2,10,3
2008,2,21,4,119,1,0,39,119,0,0,49,1,1,1,0,0,0,30,26.7,17.2,4.7
2008,2,22,5,119,5,0,43,119,6,0,51,1,1,1,0,1,0,0,25,12.8,4.3
2008,2,23,6,102,2,0,12,102,1,0,18,1,0,0,0,0,0,0,17.8,8.3,3.5
2008,2,24,7,111,1,0,14,111,1,0,18,1,1,0,0,0,0,0,22.2,8.3,1.8
2008,2,25,1,119,0,0,26,119,0,1,23,1,1,0,0,0,0,0,25,13.9,4
2008,2,26,2,117,2,1,30,117,2,0,42,1,1,1,0,0,0,0,22.8,7.8,8.1
2008,2,27,3,108,1,0,10,110,1,0,10,0,0,0,0,0,0,0,12.2,4.4,5.5
2008,2,28,4,109,3,1,7,109,3,0,9,0,0,0,0,0,0,0,16.7,3.3,4
2008,2,29,5,109,1,0,26,109,0,0,28,0,0,1,0,0,0,0,19.4,11.7,4.2
2008,3,1,6,102,0,0,7,102,0,0,13,1,1,0,0,0,0,0,23.3,10,2.2
2008,3,2,7,108,0,0,16,108,0,0,20,1,1,0,0,0,0,0,24.4,12.2,4.5
2008,3,3,1,118,3,0,34,118,2,2,46,1,1,1,0,1,0,19.3,26.7,16.7,7.6
2008,3,4,2,118,2,0,21,117,2,0,32,0,0,1,0,0,0,0,16.7,6.7,6.1
2008,3,5,3,119,1,0,17,119,1,0,19,0,0,0,0,0,0,0,16.7,4.4,1.9
2008,3,6,4,118,4,0,21,118,5,0,38,1,1,1,0,1,0,10.9,19.4,6.7,3.1
2008,3,7,5,118,1,0,63,118,0,0,75,1,1,1,0,1,0,4.8,15.6,3.3,6.8
2008,3,8,6,111,4,0,34,112,5,0,46,0,0,0,0,0,0,0,12.8,1.7,3.6
2008,3,9,7,113,2,0,35,112,0,0,38,0,0,0,0,0,0,0,17.8,4.4,3.1
2008,3,10,1,119,1,1,29,119,1,0,38,1,0,1,0,0,0,0.3,21.1,13.9,3.5
2008,3,11,2,119,1,1,13,119,1,0,17,1,1,1,0,0,0,8.1,19.4,12.8,3.5
2008,3,12,3,120,1,1,26,120,2,0,19,1,0,0,0,0,0,0,21.1,7.8,2
2008,3,13,4,119,0,0,19,119,0,0,25,1,1,1,0,0,0,0,22.2,8.3,4
2008,3,14,5,118,0,0,24,119,0,0,34,1,1,1,0,0,0,0.5,26.7,15.6,4.7
2008,3,15,6,113,0,1,38,113,0,0,52,1,1,0,0,0,0,0,28.3,18.9,5.6
2008,3,16,7,112,0,0,22,111,0,0,27,0,0,0,0,0,0,0,22.8,13.9,5.8
2008,3,17,1,118,0,0,26,118,0,0,32,1,1,0,0,0,0,0,25,17.2,5.3
2008,3,18,2,118,9,5,38,118,12,0,38,1,1,0,0,0,0,0,26.1,21.7,8.6
2008,3,19,3,119,2,0,57,119,5,0,54,1,1,1,0,0,0,3,23.9,11.7,8.5
2008,3,20,4,118,1,0,25,118,0,0,34,0,0,0,0,0,0,0,20.6,8.9,4.2
2008,3,21,5,117,2,1,25,118,3,0,28,1,0,0,0,0,0,0,22.8,7.2,2.7
2008,3,22,6,111,1,0,19,111,0,0,27,1,1,0,0,0,0,0,23.9,11.1,2.2
2008,3,23,7,111,0,0,16,110,1,0,21,0,0,0,0,0,0,0,20,12.2,7.7
2008,3,24,1,118,1,0,15,118,0,0,14,0,0,0,0,0,0,0,16.7,8.9,5.2
2008,3,25,2,118,2,0,10,118,1,0,19,0,0,0,0,0,0,0,19.4,5.6,3.6
2008,3,26,3,119,5,0,15,119,5,0,16,0,0,0,0,0,0,0,23.3,11.7,3.9
2008,3,27,4,118,4,0,13,118,4,0,16,0,0,0,0,0,0,0,26.1,13.9,4.6
2008,3,28,5,118,0,0,27,118,0,0,32,1,1,0,0,0,0,0,27.8,16.7,2.4
2008,3,29,6,110,0,0,19,111,1,0,20,1,1,1,0,1,0,7.6,25,17.8,2
2008,3,30,7,112,0,0,30,111,1,0,35,1,1,0,0,0,0,0,26.1,16.7,3.5
2008,3,31,1,118,1,1,29,118,1,0,26,0,0,0,0,0,0,0,26.1,20,4.8
2008,4,1,2,116,0,1,26,116,0,0,21,1,1,1,0,1,0,24.6,28.9,20,4.1
2008,4,2,3,118,0,1,19,118,0,1,22,1,1,1,0,1,0,11.2,25.6,20,2.2
2008,4,3,4,118,1,0,23,119,1,0,33,1,1,0,0,0,0,0,28.3,18.3,4.3
2008,4,4,5,119,3,0,55,119,2,5,65,1,1,1,0,1,0,13.5,28.9,17.8,6
2008,4,5,6,110,2,0,31,111,0,0,39,1,1,1,0,1,0,54.1,21.7,17.2,4.4
2008,4,6,7,112,0,0,25,110,0,0,28,1,0,0,0,0,0,0,23.9,16.1,2.8
2008,4,7,1,118,1,0,10,117,1,0,11,1,1,0,0,0,0,0,26.7,14.4,2.6
2008,4,8,2,114,2,0,15,116,2,0,24,1,1,1,0,0,0,0,26.7,16.1,3.8
2008,4,9,3,116,8,0,14,116,8,1,23,0,0,1,0,0,0,0,27.2,21.1,5.3
2008,4,10,4,116,7,0,33,117,7,0,39,0,0,0,0,0,0,0,28.9,22.8,7.7
2008,4,11,5,116,6,1,25,116,4,0,39,1,1,1,0,1,0,7.1,29.4,18.9,5.7
2008,4,12,6,108,2,1,18,108,2,0,34,1,1,1,0,1,0,7.9,22.8,13.9,4.6
2008,4,13,7,107,0,0,22,107,0,0,27,0,0,0,0,0,0,0,21.7,10,5.9
2008,4,14,1,117,0,0,11,116,0,0,12,0,0,0,0,0,0,0,16.1,8.9,5.3
2008,4,15,2,115,0,0,8,114,0,0,9,0,0,0,0,0,0,0,17.8,7.8,3.4
2008,4,16,3,115,0,0,8,115,0,0,6,0,0,0,0,0,0,0,21.1,7.2,3
2008,4,17,4,115,0,0,11,116,1,0,13,0,0,0,0,0,0,0,24.4,13.9,4.9
2008,4,18,5,116,2,0,23,116,1,0,33,1,1,1,0,1,0,4.1,26.1,16.1,5.5
2008,4,19,6,108,2,0,14,108,2,0,17,0,0,0,0,0,0,0,24.4,10.6,2.8
2008,4,20,7,108,1,0,13,108,1,0,12,0,0,0,0,0,0,0,26.7,12.8,2.2
2008,4,21,1,116,1,0,10,114,0,1,9,1,1,0,0,0,0,0,28.3,13.9,1.9
2008,4,22,2,114,0,0,9,114,0,0,12,1,1,0,0,1,0,0,29.4,17.8,1.6
2008,4,23,3,115,0,1,17,115,0,2,20,1,1,0,0,0,0,0,30.6,20,2.6
2008,4,24,4,116,0,0,12,117,0,0,11,1,1,0,0,0,0,0,28.3,18.9,2.8
2008,4,25,5,116,1,0,19,117,0,0,26,1,1,1,0,0,0,0,26.7,18.9,3.4
2008,4,26,6,110,0,0,19,110,1,0,21,1,1,1,0,1,0,40.9,26.1,18.9,1.7
2008,4,27,7,112,0,0,13,112,0,0,19,1,1,1,0,1,0,6.9,25.6,19.4,2.3
2008,4,28,1,116,0,0,19,115,0,0,21,0,0,0,0,0,0,0,22.2,14.4,4.9
2008,4,29,2,114,0,0,8,114,0,0,8,0,0,0,0,0,0,0,26.1,12.2,2.2
2008,4,30,3,115,0,0,12,115,1,0,8,1,0,0,0,0,0,0,25.6,13.3,3.4
2008,5,1,4,117,0,0,12,119,0,0,19,0,0,0,0,0,0,0,27.2,18.3,5.8
2008,5,2,5,120,0,0,37,120,0,0,46,1,1,1,0,0,0,2.3,27.8,22.8,6.8
2008,5,3,6,110,1,0,27,112,0,1,26,1,1,1,0,1,0,25.7,27.8,18.9,2.7
2008,5,4,7,113,0,0,11,113,0,0,6,0,0,0,0,0,0,0,26.7,16.7,2.6
2008,5,5,1,121,0,0,18,119,1,0,18,0,0,1,0,0,0,0,25.6,17.8,2.8
2008,5,6,2,118,0,0,14,117,0,0,12,0,0,0,0,0,0,0,27.2,16.1,2.2
2008,5,7,3,117,0,0,21,119,0,0,19,1,1,0,0,0,0,0,27.8,17.2,5.1
2008,5,8,4,119,1,0,17,120,0,0,17,1,1,0,0,0,0,0,29.4,22.2,6.2
2008,5,9,5,120,1,0,17,120,0,0,17,1,1,0,0,0,0,0,30.6,21.1,3.8
2008,5,10,6,109,0,0,6,107,0,0,10,1,1,0,0,0,0,0,31.1,23.3,4.5
2008,5,11,7,109,0,0,14,111,0,0,22,1,1,1,0,0,0,0,29.4,20.6,5.5
2008,5,12,1,121,0,0,23,119,0,0,20,0,0,0,0,0,0,0,26.7,18.3,3.8
2008,5,13,2,112,0,0,11,109,0,0,17,0,0,0,0,0,0,0,28.3,16.1,4
2008,5,14,3,118,0,0,24,120,0,0,28,1,1,1,0,0,0,23.6,29.4,21.7,4.7
2008,5,15,4,120,0,0,35,120,0,0,38,1,1,1,0,1,0,6.6,26.7,21.7,4.4
2008,5,16,5,120,0,0,32,120,0,0,47,1,1,1,0,1,0,55.9,24.4,19.4,3.3
2008,5,17,6,109,0,0,12,107,0,0,18,0,0,1,0,0,0,0,24.4,17.2,3
2008,5,18,7,108,0,0,24,109,0,0,24,1,1,0,0,0,0,0,27.8,16.1,3
2008,5,19,1,120,0,0,24,118,1,0,25,1,1,0,0,0,0,0,30.6,19.4,3.6
2008,5,20,2,118,1,0,25,117,1,0,24,1,1,0,0,0,0,0,31.1,21.1,5.1
2008,5,21,3,116,0,0,14,118,0,0,14,0,0,0,0,0,0,0,32.2,22.2,3.4
2008,5,22,4,119,0,0,46,120,0,3,45,1,1,1,0,1,0,67.6,28.3,19.4,4.4
2008,5,23,5,120,0,0,19,120,0,0,25,0,0,1,0,0,0,0.3,30.6,20.6,4.5
2008,5,24,6,107,0,0,10,106,0,0,13,1,1,0,0,0,0,0,32.2,24.4,3
2008,5,25,7,94,0,1,6,98,0,0,5,1,1,1,0,1,0,0.8,32.2,23.9,1.7
2008,5,26,1,111,1,0,13,107,0,0,10,1,0,0,0,1,0,0,32.8,23.9,2.6
2008,5,27,2,116,4,1,21,116,3,0,26,1,0,0,0,0,0,0,31.1,22.8,3.7
2008,5,28,3,119,0,0,15,119,0,0,13,0,0,0,0,0,0,0,31.1,21.1,2.2
2008,5,29,4,119,0,0,4,120,0,0,5,0,1,0,0,0,0,0,32.2,21.1,1.9
2008,5,30,5,120,0,0,14,120,0,0,14,1,0,0,0,0,0,0,31.1,22.8,3
2008,5,31,6,109,0,1,15,107,0,0,16,1,0,0,0,0,0,0,32.2,23.3,2
2008,6,1,7,108,0,0,11,110,0,0,15,0,0,0,0,0,0,0,32.8,22.2,2.2
2008,6,2,1,120,0,0,3,118,0,0,5,0,1,0,0,0,0,0,32.8,23.3,2.7
2008,6,3,2,114,0,1,13,112,0,0,18,0,0,0,0,0,0,0,32.8,24.4,4.3
2008,6,4,3,115,0,0,20,116,1,0,21,0,0,0,0,0,0,0,32.2,25.6,5.5
2008,6,5,4,115,3,1,26,112,1,1,21,0,0,0,0,0,0,0,32.2,26.1,5.9
2008,6,6,5,113,0,0,22,113,0,0,17,0,0,0,0,0,0,0,32.8,25.6,4.9
2008,6,7,6,101,1,0,11,98,0,0,12,1,0,1,0,0,0,3.8,33.3,25.6,4
2008,6,8,7,101,0,1,23,104,0,0,25,1,0,0,0,0,0,0,32.2,23.9,3
2008,6,9,1,112,0,1,27,112,0,0,36,0,0,0,0,1,0,0,32.8,23.9,2.5
2008,6,10,2,108,1,0,22,108,1,1,27,0,0,1,0,1,0,3,31.7,23.3,1.5
2008,6,11,3,111,1,1,19,111,1,0,19,0,0,0,0,0,0,0,31.7,23.3,2
2008,6,12,4,114,0,1,21,114,0,0,27,0,0,1,0,1,0,0,31.1,23.9,2.6
2008,6,13,5,114,1,0,34,114,0,0,37,0,0,1,0,0,0,0,32.2,23.9,2.6
2008,6,14,6,102,0,0,26,99,0,0,26,1,1,1,0,1,0,1,31.7,23.3,2.4
2008,6,15,7,103,0,1,30,106,0,0,30,1,1,1,0,1,0,9.9,30,22.2,2.5
2008,6,16,1,113,1,0,24,113,1,0,32,1,1,0,0,0,0,0,33.3,23.3,2.2
2008,6,17,2,109,1,0,30,109,1,0,35,1,0,1,0,1,0,0,34.4,23.3,3
2008,6,18,3,112,0,2,11,112,0,0,13,0,0,0,0,0,0,0,32.8,25.6,2.9
2008,6,19,4,114,2,0,34,114,4,0,39,1,1,0,0,0,0,0,33.3,23.9,2.2
2008,6,20,5,114,2,1,24,114,1,0,28,1,1,1,0,1,0,1.5,33.3,23.9,1.8
2008,6,21,6,101,1,2,24,98,0,0,33,1,0,1,0,1,0,3.6,32.8,23.3,1.7
2008,6,22,7,102,1,0,22,105,1,0,29,1,1,0,0,0,0,0,32.2,22.2,2.7
2008,6,23,1,112,1,1,21,112,1,0,23,1,1,0,0,1,0,0,34.4,22.2,2.6
2008,6,24,2,108,0,1,18,109,0,0,19,1,1,1,0,1,0,13.2,33.3,23.9,1.3
2008,6,25,3,111,0,2,26,110,1,0,32,1,1,1,0,1,0,14.5,32.2,23.3,1.7
2008,6,26,4,113,3,1,31,113,2,0,35,1,1,1,0,1,0,11.7,32.8,22.2,1.7
2008,6,27,5,113,0,0,27,113,0,0,31,0,1,1,0,1,0,0,33.3,22.8,2.2
2008,6,28,6,101,0,0,24,98,0,3,25,1,1,1,0,1,0,27.4,32.8,22.8,3.4
2008,6,29,7,102,1,1,29,105,1,0,38,1,1,1,0,1,0,0,33.3,23.9,2.8
2008,6,30,1,112,1,1,24,112,0,1,22,1,1,1,0,1,0,22.1,30,22.2,2.1
2008,7,1,2,108,0,0,2,109,0,0,7,0,0,0,0,0,0,0,32.2,23.9,2.8
2008,7,2,3,113,0,0,13,112,0,0,15,1,0,1,0,1,0,1.8,32.2,22.8,2
2008,7,3,4,112,0,0,19,112,0,0,17,1,1,1,0,1,0,0.5,32.8,23.3,1.2
2008,7,4,5,90,2,1,5,93,0,0,9,0,0,0,0,1,0,0,31.1,23.3,1.8
2008,7,5,6,97,1,0,9,92,0,0,9,1,0,0,0,0,0,0,33.3,24.4,2.3
2008,7,6,7,102,1,2,29,105,3,0,26,0,0,1,0,1,0,0,32.2,25,2.2
2008,7,7,1,114,0,0,34,114,0,0,34,0,0,0,0,0,0,0,33.3,24.4,2.3
2008,7,8,2,108,0,3,37,109,1,0,38,1,0,1,0,1,0,23.9,32.2,22.2,2.5
2008,7,9,3,110,1,0,23,109,1,0,22,1,1,1,0,1,0,5.3,32.2,23.9,2.4
2008,7,10,4,111,2,1,17,112,3,1,22,1,0,1,0,0,0,0,32.8,24.4,2.5
2008,7,11,5,111,1,1,16,111,0,0,18,0,0,0,0,0,0,0,33.9,25,2.8
2008,7,12,6,101,1,2,19,98,2,0,22,0,0,1,0,0,0,0,34.4,25.6,2.7
2008,7,13,7,100,3,2,25,103,3,0,34,0,0,0,0,0,0,0,35,25,3.6
2008,7,14,1,110,0,0,31,110,0,1,29,1,1,1,0,1,0,8.6,32.8,23.3,3
2008,7,15,2,107,0,0,18,108,0,0,15,1,1,0,0,0,0,0,33.9,22.8,1.8
2008,7,16,3,111,0,0,13,110,0,0,13,1,0,0,0,0,0,0,34.4,22.8,2.6
2008,7,17,4,111,0,0,11,111,0,0,17,1,1,1,0,1,0,0.3,34.4,23.9,1.9
2008,7,18,5,111,0,0,14,111,0,0,29,0,1,1,0,1,0,0,32.8,25,1.8
2008,7,19,6,101,0,0,21,98,0,0,17,1,1,1,0,1,0,0.3,32.2,23.3,1.8
2008,7,20,7,99,0,1,10,103,0,0,19,1,0,0,0,0,0,0,35.6,23.9,2.2
2008,7,21,1,110,0,1,14,110,0,0,17,1,1,0,0,0,0,0,36.1,25.6,3
2008,7,22,2,107,0,1,19,108,0,0,27,1,0,1,0,0,0,0.8,33.9,25,3.8
2008,7,23,3,111,1,1,30,110,4,0,33,1,1,1,0,1,0,18.8,31.7,23.3,1.8
2008,7,24,4,111,5,0,30,111,4,0,34,1,1,1,0,1,0,2,33.3,24.4,1.3
2008,7,25,5,111,1,0,24,111,1,0,23,1,1,1,0,0,0,0.5,35,25,2.2
2008,7,26,6,101,1,0,28,98,0,1,23,1,1,1,0,1,0,14.7,35,24.4,3.3
2008,7,27,7,100,2,2,18,103,2,0,25,1,1,1,0,1,0,0.5,35,24.4,2.9
2008,7,28,1,110,1,0,16,110,1,0,14,0,0,0,0,0,0,0,36.1,25,2.2
2008,7,29,2,107,2,1,17,108,1,0,23,0,0,1,0,1,0,0,29.4,25.6,2.6
2008,7,30,3,111,1,1,14,110,2,0,22,1,1,1,0,0,0,3.6,32.8,25.6,3.6
2008,7,31,4,111,2,0,22,111,1,0,23,1,1,1,0,0,0,0.8,31.1,24.4,4.3
2008,8,1,5,111,0,0,23,111,0,1,24,1,1,1,0,1,0,25.7,30,23.3,2.6
2008,8,2,6,101,2,0,21,98,2,0,29,1,1,1,0,1,0,0,34.4,25,2.9
2008,8,3,7,100,1,0,14,103,1,0,26,0,0,0,0,1,0,0,33.9,23.9,3.5
2008,8,4,1,110,1,0,13,110,1,0,22,0,0,1,0,0,0,0,31.1,25.6,5.2
2008,8,5,2,108,3,1,23,109,3,0,28,0,0,0,0,0,0,0,32.8,26.1,4.2
2008,8,6,3,112,0,1,16,111,0,0,20,1,0,0,0,0,0,0,34.4,25.6,2
2008,8,7,4,112,0,0,17,112,0,0,25,1,1,0,0,0,0,0,34.4,25,3
2008,8,8,5,112,0,0,11,112,0,0,17,1,1,1,0,1,0,4.1,28.3,23.3,3.6
2008,8,9,6,102,0,0,13,99,0,0,9,1,0,0,0,0,0,0,32.8,22.8,2.2
2008,8,10,7,101,1,1,23,104,1,0,25,1,1,1,0,1,0,0,33.9,24.4,2.6
2008,8,11,1,111,3,1,18,111,3,0,24,1,0,1,0,1,0,22.1,32.2,23.9,2.6
2008,8,12,2,107,1,0,22,108,1,0,27,1,1,1,0,0,0,1.3,31.7,25,5.6
2008,8,13,3,112,1,0,20,110,1,2,20,1,1,1,0,1,0,54.9,28.9,23.9,3.5
2008,8,14,4,112,0,0,15,112,0,0,17,1,1,0,0,0,0,0,33.3,22.8,1.8
2008,8,15,5,112,3,2,27,112,4,0,35,1,1,1,0,0,0,0.3,32.2,23.9,1.6
2008,8,16,6,94,3,2,24,91,1,0,28,1,1,1,0,1,0,23.1,28.3,22.8,1.8
2008,8,17,7,93,0,0,9,95,0,0,7,1,1,1,0,1,0,0.3,31.7,23.3,1.3
2008,8,18,1,111,2,0,5,110,0,0,11,1,1,0,0,0,0,0,31.1,22.2,1.7
2008,8,19,2,105,1,2,3,107,3,0,12,1,1,1,0,0,1,7.1,29.4,24.4,1.8
2008,8,20,3,110,2,0,23,109,1,0,33,1,1,0,0,0,0,0,32.2,23.9,1.1
2008,8,21,4,111,1,1,20,111,1,0,26,0,0,0,0,0,0,0,33.3,25,1.2
2008,8,22,5,110,1,1,13,111,2,0,12,1,1,1,0,0,0,0,33.9,24.4,2.4
2008,8,23,6,91,0,1,8,88,0,0,5,0,0,0,0,0,0,0,32.8,25,5.7
2008,8,24,7,99,0,0,21,101,0,0,25,1,1,1,0,0,0,37.1,25.6,22.2,7.2
2008,8,25,1,110,3,0,15,110,2,0,24,1,1,1,0,1,0,0,30.6,23.9,5
2008,8,26,2,106,1,0,16,107,1,0,21,0,1,0,0,0,0,0,32.2,22.8,3
2008,8,27,3,110,1,0,7,109,1,0,9,0,0,0,0,0,0,0,33.3,24.4,1.6
2008,8,28,4,111,0,0,8,111,0,0,13,1,1,0,0,0,0,0,34.4,23.9,1.9
2008,8,29,5,111,1,0,24,111,0,0,18,1,1,1,0,0,0,2.3,33.9,25.6,2.4
2008,8,30,6,83,0,0,19,81,1,1,10,1,1,1,0,0,0,0,33.9,25,3
2008,8,31,7,73,11,1,8,73,28,0,3,1,1,1,0,1,0,5.1,31.7,23.3,5.3
2008,9,1,1,95,95,0,0,97,97,0,0,1,1,1,0,0,0,61,26.7,25.6,13.2
2008,9,2,2,100,100,0,0,101,101,0,0,1,1,1,0,0,0,83.6,30.6,26.1,8.8
2008,9,3,3,97,97,0,0,97,96,0,0,0,0,1,0,0,0,0,30,25.6,6
2008,9,4,4,100,36,0,14,100,26,1,12,1,1,1,0,0,0,7.9,30.6,24.4,4
2008,9,5,5,100,14,0,3,100,8,0,7,1,0,0,0,0,0,0,29.4,23.3,3.4
2008,9,6,6,77,8,0,3,76,3,0,4,0,0,0,0,0,0,0,28.3,22.8,2.5
2008,9,7,7,93,4,0,1,94,5,0,10,0,0,0,0,0,0,0,31.1,22.2,1.7
2008,9,8,1,100,5,0,7,99,1,0,15,0,0,0,0,0,0,0,33.3,25,2.2
2008,9,9,2,95,1,1,9,96,1,0,14,1,1,0,0,1,0,0,32.2,24.4,2.6
2008,9,10,3,97,2,0,6,96,2,0,11,0,0,0,0,0,0,0,33.3,24.4,4.4
2008,9,11,4,99,0,0,11,100,0,1,21,1,1,1,0,0,0,8.1,32.2,23.9,8.1
2008,9,12,5,99,28,0,34,99,24,2,26,1,1,1,0,0,0,31.2,30.6,22.8,10.9
2008,9,13,6,77,17,0,8,76,15,0,9,0,0,0,0,0,0,0,30,27.2,9
2008,9,14,7,93,20,0,8,94,19,0,9,1,1,1,0,1,0,9.9,32.2,24.4,5.1
2008,9,15,1,100,15,0,12,99,14,0,11,1,1,1,0,0,0,8.1,25.6,22.2,4.2
2008,9,16,2,95,7,0,2,96,7,0,5,0,0,0,0,0,0,0,26.7,21.1,4.3
2008,9,17,3,97,7,0,4,96,7,0,8,0,0,0,0,0,0,0,27.2,21.1,3.8
2008,9,18,4,99,6,0,6,100,6,0,9,1,1,0,0,0,0,0,29.4,21.7,2.6
2008,9,19,5,99,1,1,6,99,2,0,7,1,1,1,0,0,0,3.3,25,21.1,1.5
2008,9,20,6,77,0,0,5,76,0,1,6,1,1,1,0,1,0,70.6,28.9,21.1,3.6
2008,9,21,7,94,0,0,6,95,0,0,10,0,0,0,0,0,0,0,29.4,21.7,4.1
2008,9,22,1,100,1,0,4,99,1,0,7,0,1,0,0,0,0,0,29.4,22.8,3.8
2008,9,23,2,95,0,0,3,96,0,0,5,0,0,0,0,0,0,0,30.6,23.9,3.8
2008,9,24,3,97,0,0,2,96,0,0,6,0,1,0,0,0,0,0,28.3,22.8,4.9
2008,9,25,4,99,0,0,9,100,0,0,12,0,1,0,0,0,0,0,27.2,20.6,4.1
2008,9,26,5,100,0,0,12,99,0,0,14,1,1,0,0,0,0,0,29.4,16.1,1.5
2008,9,27,6,77,0,0,6,76,0,0,4,1,1,0,0,0,0,0,28.9,17.2,1.3
2008,9,28,7,95,0,1,12,97,0,0,14,1,1,0,0,0,0,0,30,18.3,1.5
